Site ,Treatment ,Quadrat/Chamber #,Replicate #,PLOT,NDRE,NDVI,RE,NIR,R,LATITUDE,LONGITUDE,ELEVATION,HDOP,FIXTYPE,DATE,TIME,N,MAXNDRE,MAXNDVI,MINNDRE,MINNDVI,STDNDRE,STDNDVI,CVNDRE,CVNDVI,,,,,,,,,,,,,
ST,PU,Q7,8,192,0.2606,0.7674,20.254,34.53,4.545,68.6105516,-149.55934,158.5,3.2, GPS         ,17/07/2021,14:34:18,54,0.2721,0.782,0.2467,0.7501,0.006,0.009,0.0231,0.0118,,,,,,,,,,,,,
ST,PU,Q8,1,193,0.2422,0.6783,20.503,33.611,6.441,68.61061,-149.5595316,145.3,3.1, GPS         ,17/07/2021,14:34:27,42,0.2585,0.6891,0.2292,0.668,0.0069,0.0051,0.0284,0.0075,,,,,,,,,,,,,
ST,PU,Q8,2,194,0.2716,0.7414,20.108,35.103,5.212,68.6106716,-149.5595516,143.2,3.1, GPS         ,17/07/2021,14:34:35,39,0.285,0.7547,0.2545,0.7298,0.007,0.0061,0.0258,0.0082,,,,,,,,,,,,,
ST,PU,Q8,3,195,0.2293,0.6646,20.683,32.991,6.647,68.61071,-149.5595533,141.1,3.1, GPS         ,17/07/2021,14:34:43,45,0.2528,0.6838,0.2112,0.649,0.0084,0.0087,0.0366,0.0132,,,,,,,,,,,,,
ST,PU,Q8,4,196,0.2297,0.6444,20.677,33.009,7.138,68.6107183,-149.5595916,139.1,3.1, GPS         ,17/07/2021,14:34:51,43,0.2441,0.6555,0.209,0.631,0.0069,0.0051,0.0301,0.008,,,,,,,,,,,,,
ST,PU,Q8,5,197,0.2267,0.6458,20.719,32.872,7.073,68.6107616,-149.5597516,136.9,3.1, GPS         ,17/07/2021,14:35:00,37,0.2435,0.6659,0.2067,0.6326,0.0092,0.0074,0.0405,0.0115,,,,,,,,,,,,,
ST,PU,Q8,6,198,0.2241,0.6379,20.756,32.747,7.239,68.6106933,-149.5597133,134.7,3.1, GPS         ,17/07/2021,14:35:08,33,0.2381,0.6459,0.2067,0.6307,0.0066,0.0047,0.0293,0.0074,,,,,,,,,,,,,
ST,PU,Q8,7,199,0.2036,0.6096,21.153,32.002,7.742,68.6107066,-149.5596916,132.8,3.1, GPS         ,17/07/2021,14:35:18,43,0.232,0.632,-0.2574,0.5285,0.0715,0.014,0.3513,0.023,,,,,,,,,,,,,
ST,PU,Q8,8,200,0.2508,0.7176,20.385,34.038,5.598,68.6106933,-149.5596483,130.4,3.1, GPS         ,17/07/2021,14:38:41,43,0.2713,0.74,0.2356,0.6836,0.0075,0.0143,0.03,0.02,,,,,,,,,,,,,
ST,EX,CH1,1,201,0.1996,0.4811,21.111,31.64,11.086,68.6105716,-149.5604466,83.4,2.9, GPS         ,17/07/2021,14:38:50,46,0.2155,0.4955,0.1836,0.4658,0.0075,0.008,0.0378,0.0167,,,,,,,,,,,,,
ST,EX,CH1,2,202,0.192,0.4709,21.223,31.312,11.275,68.6105866,-149.560535,80.5,2.9, GPS         ,17/07/2021,14:39:02,63,0.215,0.7047,0.1732,0.4523,0.0082,0.0305,0.0428,0.0647,,,,,,,,,,,,,
ST,EX,CH1,3,203,0.1769,0.4248,21.452,30.676,12.383,68.61059,-149.5606016,77.1,2.9, GPS         ,17/07/2021,14:39:14,51,0.1966,0.4556,0.1621,0.4071,0.0085,0.0122,0.0481,0.0286,,,,,,,,,,,,,
ST,EX,CH1,4,204,0.1689,0.3885,21.575,30.347,13.367,68.6106416,-149.5606733,74,2.9, GPS         ,17/07/2021,14:39:23,41,0.1873,0.4083,0.15,0.3628,0.0076,0.0108,0.045,0.0277,,,,,,,,,,,,,
ST,EX,CH1,5,205,0.1709,0.4139,21.566,30.478,12.645,68.6106483,-149.5607183,71.9,2.9, GPS         ,17/07/2021,14:39:34,55,0.2007,0.4751,-0.0868,0.3882,0.0368,0.0167,0.2151,0.0402,,,,,,,,,,,,,
ST,EX,CH1,6,206,0.1619,0.3961,21.739,30.157,13.05,68.610615,-149.560725,69.3,2.9, GPS         ,17/07/2021,14:39:44,52,0.1905,0.4275,-0.2051,0.3741,0.0526,0.0111,0.3248,0.0281,,,,,,,,,,,,,
ST,EX,CH1,7,207,0.1794,0.4402,21.414,30.779,11.965,68.610645,-149.5607783,67.3,2.9, GPS         ,17/07/2021,14:39:58,58,0.2023,0.4655,0.1618,0.4218,0.0087,0.0097,0.0487,0.0219,,,,,,,,,,,,,
ST,EX,CH1,8,208,0.1999,0.4732,21.106,31.655,11.32,68.61064,-149.5607616,64.3,2.9, GPS         ,17/07/2021,14:42:01,58,0.2183,0.4929,0.1776,0.4495,0.0088,0.009,0.044,0.0189,,,,,,,,,,,,,
ST,EX,CH2,1,209,0.1995,0.4748,21.113,31.639,11.267,68.610695,-149.5612683,29.8,2.8, GPS         ,17/07/2021,14:42:11,48,0.2249,0.5003,0.1638,0.448,0.0108,0.0099,0.0543,0.0209,,,,,,,,,,,,,
ST,EX,CH2,2,210,0.2172,0.5534,20.854,32.429,9.322,68.6106933,-149.5613,26.3,2.8, GPS         ,17/07/2021,14:42:21,59,0.2316,0.5695,0.1971,0.5361,0.0077,0.0088,0.0354,0.0159,,,,,,,,,,,,,
ST,EX,CH2,3,211,0.2106,0.4865,20.951,32.132,11.107,68.6107183,-149.561355,23.5,2.8, GPS         ,17/07/2021,14:42:34,53,0.2361,0.6513,0.1847,0.4558,0.0109,0.0274,0.0518,0.0564,,,,,,,,,,,,,
ST,EX,CH2,4,212,0.2391,0.6278,20.546,33.464,7.65,68.6107066,-149.561375,20.5,2.8, GPS         ,17/07/2021,14:42:44,54,0.2674,0.6443,0.2196,0.6147,0.0096,0.0071,0.0402,0.0114,,,,,,,,,,,,,
ST,EX,CH2,5,213,0.208,0.5219,20.988,32.012,10.057,68.6107033,-149.5613783,18.7,2.8, GPS         ,17/07/2021,14:42:58,56,0.2297,0.5442,0.1879,0.4977,0.008,0.0107,0.0386,0.0204,,,,,,,,,,,,,
ST,EX,CH2,6,214,0.1951,0.4707,21.182,31.461,11.334,68.6107133,-149.561415,16.6,2.8, GPS         ,17/07/2021,14:43:10,64,0.2226,0.5775,0.0526,0.4514,0.0197,0.015,0.1009,0.0319,,,,,,,,,,,,,
ST,EX,CH2,7,215,0.1949,0.4968,21.196,31.484,10.579,68.6107016,-149.5614266,15.3,2.8, GPS         ,17/07/2021,14:43:21,63,0.2196,0.5159,-0.0567,0.4471,0.0334,0.0107,0.1715,0.0215,,,,,,,,,,,,,
ST,EX,CH2,8,216,0.2109,0.5447,20.945,32.143,9.472,68.6107116,-149.5614566,14.3,2.8, GPS         ,17/07/2021,14:45:11,53,0.2263,0.5575,0.1899,0.5293,0.0081,0.0066,0.0382,0.0121,,,,,,,,,,,,,
ST,EX,CH3,1,217,0.1949,0.5248,21.18,31.434,9.795,68.6107833,-149.5615666,8.3,2.7, GPS         ,17/07/2021,14:45:19,39,0.2061,0.5432,0.1664,0.4916,0.0071,0.0109,0.0366,0.0207,,,,,,,,,,,,,
ST,EX,CH3,2,218,0.1943,0.4963,21.188,31.413,10.573,68.6107933,-149.56173,7.9,2.7, GPS         ,17/07/2021,14:45:31,45,0.2091,0.5083,0.1785,0.4789,0.008,0.0075,0.0413,0.0152,,,,,,,,,,,,,
ST,EX,CH3,3,219,0.1947,0.4875,21.184,31.429,10.828,68.61078,-149.5617516,7.4,2.7, GPS         ,17/07/2021,14:45:40,52,0.2156,0.5091,0.1658,0.4648,0.0102,0.0101,0.0526,0.0206,,,,,,,,,,,,,
ST,EX,CH3,4,220,0.2082,0.5248,20.985,32.024,9.979,68.6107933,-149.5617416,6.9,2.7, GPS         ,17/07/2021,14:45:49,36,0.2245,0.5347,0.1831,0.5079,0.0096,0.006,0.046,0.0114,,,,,,,,,,,,,
ST,EX,CH3,5,221,0.2158,0.5642,20.875,32.367,9.016,68.6108033,-149.561795,6.6,2.7, GPS         ,17/07/2021,14:45:59,46,0.233,0.5773,0.1904,0.5463,0.0093,0.0076,0.0432,0.0135,,,,,,,,,,,,,
ST,EX,CH3,6,222,0.2014,0.5066,21.084,31.718,10.389,68.610795,-149.5618,6.2,2.7, GPS         ,17/07/2021,14:46:10,53,0.2165,0.5387,0.1858,0.484,0.0071,0.0124,0.0351,0.0245,,,,,,,,,,,,,
ST,EX,CH3,7,223,0.2004,0.5251,21.098,31.677,9.864,68.6108383,-149.5618566,5.9,2.7, GPS         ,17/07/2021,14:46:25,52,0.2148,0.5419,0.1814,0.5064,0.0075,0.0085,0.0376,0.0162,,,,,,,,,,,,,
ST,EX,CH3,8,224,0.1938,0.5138,21.198,31.391,10.082,68.61082,-149.5618883,5.6,2.7, GPS         ,17/07/2021,14:48:33,56,0.2179,0.5487,0.1639,0.4948,0.0116,0.0119,0.0597,0.0231,,,,,,,,,,,,,
ST,EX,Q1,1,225,0.226,0.6612,20.729,32.833,6.696,68.6108083,-149.5620133,4,2.7, GPS         ,17/07/2021,14:48:41,46,0.2354,0.669,0.2159,0.6542,0.0044,0.0034,0.0197,0.0052,,,,,,,,,,,,,
ST,EX,Q1,2,226,0.2344,0.6928,20.611,33.231,6.03,68.6108716,-149.56213,3.9,2.7, GPS         ,17/07/2021,14:48:50,48,0.2478,0.6995,0.2209,0.6866,0.0051,0.0029,0.022,0.0042,,,,,,,,,,,,,
ST,EX,Q1,3,227,0.2217,0.6377,20.79,32.634,7.218,68.6108966,-149.5621916,3.8,2.6, GPS         ,17/07/2021,14:49:01,43,0.2326,0.6462,0.2017,0.6243,0.0055,0.0051,0.0249,0.008,,,,,,,,,,,,,
ST,EX,Q1,4,228,0.2155,0.611,20.878,32.35,7.81,68.610855,-149.5621366,3.7,2.6, GPS         ,17/07/2021,14:49:10,51,0.2258,0.618,0.1988,0.5933,0.0057,0.0051,0.0265,0.0083,,,,,,,,,,,,,
ST,EX,Q1,5,229,0.2226,0.5767,20.777,32.675,8.771,68.6108566,-149.5621383,3.6,2.6, GPS         ,17/07/2021,14:49:22,59,0.2351,0.5895,0.2111,0.5641,0.0051,0.005,0.0229,0.0087,,,,,,,,,,,,,
ST,EX,Q1,6,230,0.243,0.6525,20.492,33.651,7.077,68.610875,-149.5621316,3.4,2.6, GPS         ,17/07/2021,14:49:31,44,0.2596,0.6689,0.2264,0.6416,0.0063,0.0055,0.0259,0.0084,,,,,,,,,,,,,
ST,EX,Q1,7,231,0.2404,0.6263,20.528,33.523,7.702,68.6108733,-149.5620866,3.3,2.6, GPS         ,17/07/2021,14:49:43,44,0.2531,0.6414,0.2205,0.6101,0.0069,0.0068,0.0289,0.0109,,,,,,,,,,,,,
ST,EX,Q1,8,232,0.2561,0.6623,20.314,34.305,6.969,68.61089,-149.5621533,3.2,2.6, GPS         ,17/07/2021,14:50:48,61,0.269,0.6813,0.2375,0.6055,0.0076,0.0156,0.0295,0.0236,,,,,,,,,,,,,
ST,EX,Q2,1,233,0.1738,0.4328,21.499,30.547,12.094,68.6109266,-149.5623433,2.8,2.6, GPS         ,17/07/2021,14:50:56,39,0.1855,0.4442,0.1574,0.4022,0.0074,0.0104,0.0428,0.024,,,,,,,,,,,,,
ST,EX,Q2,2,234,0.1793,0.4395,21.416,30.774,11.983,68.610975,-149.5624283,2.8,2.6, GPS         ,17/07/2021,14:51:04,43,0.2029,0.4688,0.1582,0.4156,0.0095,0.0117,0.0529,0.0266,,,,,,,,,,,,,
ST,EX,Q2,3,235,0.2145,0.6123,20.892,32.307,7.769,68.6110183,-149.56247,2.7,2.6, GPS         ,17/07/2021,14:51:12,47,0.2281,0.6349,0.1967,0.5997,0.0067,0.0071,0.0313,0.0116,,,,,,,,,,,,,
ST,EX,Q2,4,236,0.2381,0.6976,20.56,33.409,5.951,68.6109966,-149.5624633,2.6,2.6, GPS         ,17/07/2021,14:51:22,48,0.2541,0.709,0.2258,0.6849,0.0061,0.0061,0.0258,0.0087,,,,,,,,,,,,,
ST,EX,Q2,5,237,0.2078,0.5958,21.018,32.081,8.119,68.6110216,-149.56248,2.6,2.6, GPS         ,17/07/2021,14:51:31,42,0.2286,0.6094,-0.0636,0.5533,0.0428,0.0091,0.2058,0.0152,,,,,,,,,,,,,
ST,EX,Q2,6,238,0.2032,0.5615,21.058,31.799,8.929,68.61097,-149.5624166,2.5,2.6, GPS         ,17/07/2021,14:51:41,49,0.2219,0.5805,0.1836,0.5485,0.0091,0.0074,0.0448,0.0132,,,,,,,,,,,,,
ST,EX,Q2,7,239,0.2121,0.6317,20.939,32.232,7.267,68.6109416,-149.5623266,2.4,2.6, GPS         ,17/07/2021,14:51:54,47,0.2347,0.6505,0.024,0.543,0.0286,0.017,0.1348,0.0268,,,,,,,,,,,,,
ST,EX,Q2,8,240,0.2146,0.6236,20.892,32.311,7.492,68.6109083,-149.56234,2.5,2.6, GPS         ,17/07/2021,14:53:24,64,0.2334,0.6663,0.1938,0.6034,0.0082,0.0147,0.038,0.0236,,,,,,,,,,,,,
ST,EX,Q3,1,241,0.2105,0.5798,20.951,32.124,8.544,68.610985,-149.5624383,2.8,2.6, GPS         ,17/07/2021,14:54:13,39,0.227,0.5897,0.1915,0.5697,0.0077,0.0052,0.0364,0.009,,,,,,,,,,,,,
ST,EX,Q3,2,242,0.1767,0.4796,21.456,30.665,10.784,68.6109466,-149.56253,2.5,2.5, GPS         ,17/07/2021,14:54:22,43,0.2,0.4939,0.1559,0.4609,0.0087,0.0087,0.0491,0.0181,,,,,,,,,,,,,
ST,EX,Q3,3,243,0.1665,0.4223,21.613,30.252,12.286,68.6109883,-149.562585,2.5,2.5, GPS         ,17/07/2021,14:54:30,42,0.1835,0.4347,0.1323,0.4064,0.0099,0.007,0.0594,0.0165,,,,,,,,,,,,,
ST,EX,Q3,4,244,0.1889,0.4981,21.27,31.178,10.444,68.6110216,-149.5626066,2.5,2.5, GPS         ,17/07/2021,14:54:38,51,0.2054,0.5108,0.1741,0.485,0.0081,0.0061,0.0429,0.0122,,,,,,,,,,,,,
ST,EX,Q3,5,245,0.2005,0.5504,21.097,31.68,9.187,68.6110016,-149.562585,2.4,2.5, GPS         ,17/07/2021,14:54:48,49,0.2161,0.5735,0.1857,0.5384,0.0068,0.0079,0.0338,0.0144,,,,,,,,,,,,,
ST,EX,Q3,6,246,0.2024,0.575,21.069,31.764,8.572,68.6110366,-149.562615,2.4,2.5, GPS         ,17/07/2021,14:54:57,45,0.216,0.5932,0.1879,0.5604,0.0067,0.0082,0.0332,0.0142,,,,,,,,,,,,,
ST,EX,Q3,7,247,0.213,0.5927,20.915,32.236,8.244,68.6110216,-149.5626483,2.4,2.5, GPS         ,17/07/2021,14:55:07,36,0.2261,0.6032,0.2026,0.5823,0.0058,0.0052,0.0272,0.0087,,,,,,,,,,,,,
ST,EX,Q3,8,248,0.2019,0.5623,21.076,31.741,8.894,68.6109666,-149.5625866,2.3,2.5, GPS         ,17/07/2021,14:56:01,45,0.2123,0.5861,0.1919,0.5432,0.0054,0.0093,0.0268,0.0166,,,,,,,,,,,,,
ST,EX,Q4,1,249,0.2164,0.5634,20.866,32.393,9.046,68.61106,-149.56268,2.3,2.5, GPS         ,17/07/2021,14:56:10,41,0.2352,0.5843,0.1989,0.545,0.0085,0.0096,0.0393,0.017,,,,,,,,,,,,,
ST,EX,Q4,2,250,0.2104,0.5335,20.952,32.121,9.771,68.6110666,-149.5627116,2.3,2.5, GPS         ,17/07/2021,14:56:19,46,0.2277,0.5518,0.1905,0.5241,0.0071,0.0057,0.034,0.0107,,,,,,,,,,,,,
ST,EX,Q4,3,251,0.192,0.5007,21.223,31.312,10.417,68.6110416,-149.5626783,2.2,2.5, GPS         ,17/07/2021,14:56:26,35,0.2043,0.5131,0.175,0.4876,0.0073,0.0058,0.038,0.0115,,,,,,,,,,,,,
ST,EX,Q4,4,252,0.1885,0.5013,21.276,31.161,10.35,68.61104,-149.5627533,2.2,2.5, GPS         ,17/07/2021,14:56:34,40,0.2019,0.5115,0.171,0.4842,0.0075,0.0066,0.04,0.0131,,,,,,,,,,,,,
ST,EX,Q4,5,253,0.1886,0.4603,21.274,31.168,11.518,68.6110283,-149.562725,2.2,2.5, GPS         ,17/07/2021,14:56:42,45,0.2085,0.4827,0.173,0.4361,0.0084,0.0097,0.0447,0.0212,,,,,,,,,,,,,
ST,EX,Q4,6,254,0.1466,0.2802,21.929,29.464,16.571,68.611065,-149.5627966,2.2,2.5, GPS         ,17/07/2021,14:56:51,42,0.1619,0.3211,0.1303,0.252,0.0075,0.0155,0.0511,0.0554,,,,,,,,,,,,,
ST,EX,Q4,7,255,0.149,0.2815,21.891,29.557,16.578,68.6110516,-149.5627533,2.1,2.5, GPS         ,17/07/2021,14:57:01,44,0.172,0.326,0.1332,0.2455,0.0088,0.0187,0.0592,0.0664,,,,,,,,,,,,,
ST,EX,Q4,8,256,0.1548,0.3767,21.798,29.785,13.488,68.6110783,-149.5628783,2.1,2.5, GPS         ,17/07/2021,14:58:26,54,0.1823,0.4144,0.1242,0.3255,0.0105,0.0159,0.0681,0.0422,,,,,,,,,,,,,
ST,EX,Q5,1,257,0.259,0.6668,20.275,34.45,6.886,68.6110833,-149.5629216,1.8,2.5, GPS         ,17/07/2021,14:58:34,39,0.2764,0.6809,0.2443,0.6502,0.0071,0.0073,0.0273,0.0109,,,,,,,,,,,,,
ST,EX,Q5,2,258,0.2592,0.7023,20.304,34.574,6.017,68.6110866,-149.56298,1.8,2.5, GPS         ,17/07/2021,14:58:42,46,0.2799,0.718,-0.0583,0.4668,0.0478,0.0356,0.1845,0.0506,,,,,,,,,,,,,
ST,EX,Q5,3,259,0.2153,0.5582,20.881,32.344,9.171,68.611075,-149.5629133,1.8,2.5, GPS         ,17/07/2021,14:58:49,37,0.2337,0.5725,0.2008,0.5366,0.0081,0.0076,0.0378,0.0136,,,,,,,,,,,,,
ST,EX,Q5,4,260,0.2136,0.5656,20.926,32.329,8.957,68.6110966,-149.5629933,1.8,2.5, GPS         ,17/07/2021,14:58:57,44,0.2335,0.5871,-0.0269,0.4827,0.0376,0.0143,0.1759,0.0253,,,,,,,,,,,,,
ST,EX,Q5,5,261,0.2368,0.603,20.578,33.352,8.259,68.611085,-149.5629816,1.7,2.5, GPS         ,17/07/2021,14:59:06,36,0.2528,0.6256,0.2129,0.5832,0.0086,0.0127,0.0364,0.0211,,,,,,,,,,,,,
ST,EX,Q5,6,262,0.2513,0.6635,20.378,34.063,6.89,68.6110916,-149.563005,1.7,2.5, GPS         ,17/07/2021,14:59:18,43,0.2633,0.6738,0.2373,0.6483,0.0062,0.0066,0.0248,0.01,,,,,,,,,,,,,
ST,EX,Q5,7,263,0.1963,0.4744,21.159,31.503,11.231,68.6110933,-149.56299,1.7,2.5, GPS         ,17/07/2021,14:59:27,37,0.222,0.5166,0.1746,0.4347,0.0109,0.0172,0.0554,0.0363,,,,,,,,,,,,,
ST,EX,Q5,8,264,0.2257,0.5192,20.734,32.824,10.395,68.6110916,-149.5630116,1.6,2.5, GPS         ,17/07/2021,15:01:00,57,0.2473,0.5592,0.2046,0.4655,0.0097,0.0272,0.0428,0.0524,,,,,,,,,,,,,
ST,EX,Q6,1,265,0.1946,0.5188,21.184,31.426,9.955,68.61092,-149.562835,1.6,50, Estimated,17/07/2021,15:01:13,47,0.2256,0.5336,0.178,0.5064,0.0086,0.0061,0.0442,0.0117,,,,,,,,,,,,,
ST,EX,Q6,2,266,0.2049,0.5323,21.033,31.874,9.729,68.60977,-149.5594083,0.7,2.5, GPS         ,17/07/2021,15:01:23,43,0.227,0.543,0.1897,0.5219,0.0084,0.0047,0.041,0.0088,,,,,,,,,,,,,
ST,EX,Q6,3,267,0.2048,0.5471,21.035,31.872,9.331,68.6105066,-149.56147,1.4,2.5, GPS         ,17/07/2021,15:01:32,52,0.2301,0.5966,0.1574,0.5279,0.0106,0.0097,0.0516,0.0178,,,,,,,,,,,,,
ST,EX,Q6,4,268,0.2077,0.5421,20.992,32,9.502,68.6111566,-149.56332,1.6,2.4, GPS         ,17/07/2021,15:01:42,54,0.233,0.5712,0.192,0.5202,0.0089,0.0128,0.0427,0.0237,,,,,,,,,,,,,
ST,EX,Q6,5,269,0.2298,0.6652,20.675,33.018,6.638,68.6110966,-149.56325,1.5,2.4, GPS         ,17/07/2021,15:01:51,45,0.2454,0.6811,0.2048,0.6451,0.0085,0.0078,0.0368,0.0118,,,,,,,,,,,,,
ST,EX,Q6,6,270,0.2352,0.6639,20.601,33.27,6.722,68.6111783,-149.5634233,1.4,2.4, GPS         ,17/07/2021,15:02:04,40,0.2518,0.6826,0.2139,0.6449,0.0072,0.0101,0.0308,0.0153,,,,,,,,,,,,,
ST,EX,Q6,7,271,0.2099,0.5456,20.961,32.101,9.446,68.6111416,-149.5633583,1.2,2.4, GPS         ,17/07/2021,15:02:18,64,0.2404,0.6346,0.1829,0.5052,0.0117,0.0332,0.0559,0.0608,,,,,,,,,,,,,
ST,EX,Q6,8,272,0.2319,0.5775,20.648,33.12,8.879,68.6111683,-149.5633966,1.1,2.4, GPS         ,17/07/2021,15:03:37,58,0.2697,0.6428,0.2034,0.5143,0.0124,0.0349,0.0534,0.0604,,,,,,,,,,,,,
ST,EX,Q7,1,273,0.2012,0.4955,21.087,31.711,10.698,68.6107266,-149.560215,255.1,2, GPS         ,17/07/2021,15:03:56,34,0.2139,0.5094,0.1836,0.4775,0.0071,0.0082,0.0352,0.0166,,,,,,,,,,,,,
ST,EX,Q7,2,274,0.2477,0.6551,20.428,33.879,7.059,68.6106916,-149.5591033,313,2, GPS         ,17/07/2021,15:04:07,46,0.2612,0.6683,0.2338,0.6384,0.0055,0.0057,0.0221,0.0087,,,,,,,,,,,,,
ST,EX,Q7,3,275,0.2661,0.7003,20.18,34.818,6.138,68.610485,-149.5580166,349.6,2, GPS         ,17/07/2021,15:04:24,45,0.2785,0.7088,0.2556,0.687,0.0055,0.005,0.0206,0.0071,,,,,,,,,,,,,
ST,EX,Q7,4,276,0.2385,0.6992,20.553,33.433,5.917,68.6104733,-149.557865,358.4,2, GPS         ,17/07/2021,15:04:33,45,0.2526,0.7089,0.2268,0.6893,0.0065,0.0046,0.0273,0.0065,,,,,,,,,,,,,
ST,EX,Q7,5,277,0.2875,0.7787,19.901,35.963,4.476,68.6104383,-149.557455,387.5,2, GPS         ,17/07/2021,15:04:41,41,0.2945,0.7897,0.2748,0.7578,0.0046,0.0087,0.0159,0.0111,,,,,,,,,,,,,
ST,EX,Q7,6,278,0.2723,0.7244,20.099,35.144,5.615,68.6104066,-149.557085,418.7,2, GPS         ,17/07/2021,15:04:53,39,0.2865,0.754,0.2554,0.6959,0.0088,0.0196,0.0325,0.0271,,,,,,,,,,,,,
ST,EX,Q7,7,279,0.2948,0.7935,19.808,36.371,4.186,68.6104133,-149.55672,460.5,2, GPS         ,17/07/2021,15:05:00,34,0.3028,0.7994,0.2838,0.788,0.0047,0.0026,0.016,0.0032,,,,,,,,,,,,,
ST,EX,Q7,8,280,0.2153,0.5948,20.882,32.341,8.217,68.610395,-149.5563583,488.4,2, GPS         ,17/07/2021,15:05:49,43,0.2272,0.6128,0.1961,0.5782,0.0071,0.0088,0.0329,0.0148,,,,,,,,,,,,,
ST,EX,Q8,1,281,0.2068,0.5176,21.005,31.961,10.16,68.610505,-149.5561366,548.1,1.9, GPS         ,17/07/2021,15:05:57,33,0.2226,0.5342,0.1897,0.4968,0.0089,0.0095,0.0429,0.0183,,,,,,,,,,,,,
ST,EX,Q8,2,282,0.245,0.6791,20.464,33.75,6.45,68.6105883,-149.55632,552.4,1.9, GPS         ,17/07/2021,15:06:06,50,0.2591,0.6952,0.2294,0.6553,0.0067,0.0072,0.0273,0.0106,,,,,,,,,,,,,
ST,EX,Q8,3,283,0.2231,0.6056,20.77,32.7,8.032,68.610655,-149.5564266,567.5,1.9, GPS         ,17/07/2021,15:06:15,45,0.2402,0.6188,0.2091,0.5885,0.0067,0.0069,0.0299,0.0115,,,,,,,,,,,,,
ST,EX,Q8,4,284,0.2311,0.6178,20.657,33.075,7.814,68.610685,-149.556265,583.3,1.9, GPS         ,17/07/2021,15:06:22,35,0.2456,0.6261,0.2176,0.6078,0.0063,0.0047,0.0271,0.0075,,,,,,,,,,,,,
ST,EX,Q8,5,285,0.2079,0.5282,20.988,32.01,9.883,68.6107183,-149.5562266,593.4,1.9, GPS         ,17/07/2021,15:06:31,36,0.2243,0.5399,0.1858,0.5156,0.0081,0.006,0.0389,0.0113,,,,,,,,,,,,,
ST,EX,Q8,6,286,0.2299,0.5945,20.674,33.021,8.396,68.6107483,-149.55625,605.7,1.9, GPS         ,17/07/2021,15:06:42,48,0.2513,0.6068,0.2158,0.5845,0.0079,0.0047,0.0344,0.0078,,,,,,,,,,,,,
ST,EX,Q8,7,287,0.2301,0.5946,20.672,33.03,8.395,68.6108183,-149.556325,624.6,1.9, GPS         ,17/07/2021,15:06:55,33,0.2442,0.6077,0.2155,0.5846,0.0082,0.0063,0.0356,0.0106,,,,,,,,,,,,,
IM,PU,CH1,1,1,0.2678,0.686,20.158,34.91,6.501,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,13:26:07,33,0.284,0.6942,0.2551,0.6776,0.0086,0.0038,0.0321,0.0056,,,,,,,,,,,,,
IM,PU,CH1,2,2,0.2762,0.705,20.047,35.35,6.116,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,13:26:07,32,0.288,0.7146,0.2619,0.6951,0.0059,0.0047,0.0215,0.0066,,,,,,,,,,,,,
IM,PU,CH1,3,3,0.2905,0.7133,19.863,36.132,6.045,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,13:26:07,50,0.3032,0.7221,0.2706,0.7012,0.0066,0.0042,0.0227,0.0058,,,,,,,,,,,,,
IM,PU,CH1,4,4,0.2859,0.7512,19.922,35.876,5.097,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,13:26:07,51,0.297,0.7573,0.2747,0.7379,0.0055,0.0036,0.0192,0.0048,,,,,,,,,,,,,
IM,PU,CH1,5,5,0.2764,0.7268,20.044,35.363,5.595,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,13:26:07,47,0.2955,0.7387,0.2656,0.7181,0.0067,0.0048,0.0241,0.0066,,,,,,,,,,,,,
IM,PU,CH1,6,6,0.2535,0.6902,20.348,34.173,6.263,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,13:26:07,48,0.2689,0.71,0.2391,0.6753,0.0064,0.0093,0.0254,0.0134,,,,,,,,,,,,,
IM,PU,CH1,7,7,0.2709,0.7281,20.117,35.068,5.517,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,13:26:07,43,0.2872,0.739,0.2601,0.7159,0.0064,0.0058,0.0236,0.008,,,,,,,,,,,,,
IM,PU,CH1,8,8,0.263,0.7097,20.222,34.652,5.884,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,13:26:07,53,0.2722,0.7202,0.2525,0.7034,0.0048,0.0033,0.0183,0.0047,,,,,,,,,,,,,
IM,PU,CH2,1,10,0.2343,0.6914,20.613,33.231,6.063,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,13:26:07,34,0.2511,0.7155,0.2192,0.6665,0.0081,0.0144,0.0344,0.0208,,,,,,,,,,,,,
IM,PU,CH2,2,11,0.2247,0.6731,20.747,32.775,6.406,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,13:26:07,40,0.2342,0.6939,0.2108,0.6384,0.0052,0.0149,0.0232,0.0221,,,,,,,,,,,,,
IM,PU,CH2,3,12,0.2207,0.6722,20.804,32.588,6.389,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,13:26:07,44,0.2354,0.699,0.2085,0.6623,0.0059,0.0063,0.0269,0.0093,,,,,,,,,,,,,
