REGION,DATE,SITE,TREATMENT,QUAD,QUAD2,Written NDVI,PLOT,NDVI,NDRE,RE,NIR,R,LATITUDE,LONGITUDE,ELEVATION,HDOP,FIXTYPE,DATE,TIME,N,MAXNDRE,MAXNDVI,MINNDRE,MINNDVI,STDNDRE,STDNDVI,CVNDRE,CVNDVI,
Toolik,JULY 14 2018,PL,EX,F2.1,F2,0.5525,8,0.5525,0.2232,20.768,32.706,9.428,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,34,0.2342,0.5633,0.2152,0.5436,0.0059,0.0046,0.0263,0.0084,
Toolik,JULY 14 2018,PL,EX,F2.2,F2,0.5667,9,0.5667,0.2259,20.73,32.833,9.08,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,57,0.2383,0.5809,0.2108,0.5539,0.0066,0.0067,0.0293,0.0119,
Toolik,JULY 14 2018,PL,EX,F2.3,F2,0.5506,10,0.5506,0.208,20.987,32.016,9.277,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,36,0.2273,0.562,0.176,0.5309,0.0099,0.006,0.0475,0.0109,
Toolik,JULY 14 2018,PL,EX,F2.4,F2,0.6052,11,0.6052,0.2125,20.923,32.218,7.923,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,30,0.2344,0.6166,0.1822,0.5868,0.0115,0.0079,0.0541,0.013,
Toolik,JULY 14 2018,PL,EX,F2.5,F2,0.5754,12,0.5754,0.2162,20.87,32.385,8.728,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,23,0.2355,0.5885,0.1928,0.5604,0.0102,0.0062,0.0474,0.0107,
Toolik,JULY 14 2018,PL,EX,F2.6,F2,0.589,13,0.589,0.2174,20.851,32.439,8.389,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,21,0.2316,0.5985,0.2042,0.5796,0.0074,0.0054,0.034,0.0092,
Toolik,JULY 14 2018,PL,EX,F2.7,F2,0.5802,14,0.5802,0.2304,20.667,33.047,8.778,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,35,0.2484,0.5913,0.2109,0.571,0.0085,0.0055,0.0371,0.0094,
Toolik,JULY 14 2018,PL,EX,F3.1,F3,0.5448,15,0.5448,0.2058,21.02,31.916,9.403,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,37,0.222,0.5588,0.1886,0.5367,0.0088,0.0058,0.0428,0.0106,
Toolik,JULY 14 2018,PL,EX,F3.2,F3,0.5722,16,0.5722,0.1995,21.112,31.639,8.61,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,41,0.2254,0.5895,0.1762,0.5521,0.0094,0.0092,0.0469,0.0161,
Toolik,JULY 14 2018,PL,EX,F3.3,F3,0.6042,17,0.6042,0.2228,20.774,32.688,8.064,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,30,0.2359,0.6143,0.2051,0.5924,0.0074,0.0052,0.033,0.0085,
Toolik,JULY 14 2018,PL,EX,F3.4,F3,0.5949,18,0.5949,0.2217,20.79,32.636,8.29,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,28,0.2391,0.6087,0.2064,0.5701,0.008,0.0096,0.036,0.0161,
Toolik,JULY 14 2018,PL,EX,F3.5,F3,0.5735,19,0.5735,0.2136,20.907,32.262,8.744,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,36,0.2266,0.5851,0.1998,0.5607,0.0068,0.0066,0.0321,0.0115,
Toolik,JULY 14 2018,PL,EX,F3.6,F3,0.5799,20,0.5799,0.2237,20.762,32.727,8.702,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,34,0.2387,0.5934,0.2052,0.5595,0.0073,0.0072,0.0325,0.0125,
Toolik,JULY 14 2018,PL,EX,F3.7,F3,0.5656,21,0.5656,0.2113,20.94,32.161,8.922,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,36,0.2322,0.5844,0.1961,0.5555,0.0087,0.007,0.0412,0.0124,
Toolik,JULY 14 2018,PL,EX,C1.1,C1,6628,22,0.6628,0.237,20.575,33.365,6.766,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,83,0.2708,0.6884,0.212,0.6327,0.0111,0.0128,0.0468,0.0193,
Toolik,JULY 14 2018,PL,EX,C1.2,C1,0.6008,23,0.6008,0.2325,20.637,33.147,8.264,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,38,0.2566,0.6146,0.2151,0.5886,0.0081,0.0049,0.035,0.0082,
Toolik,JULY 14 2018,PL,EX,C1.3,C1,0.5811,24,0.581,0.2213,20.796,32.618,8.644,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,25,0.2353,0.5967,0.2087,0.5643,0.0078,0.0082,0.0354,0.0142,
Toolik,JULY 14 2018,PL,EX,C1.4,C1,0.5719,25,0.5719,0.211,20.944,32.15,8.754,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,28,0.2319,0.5868,0.1944,0.5621,0.0104,0.0072,0.0491,0.0125,
Toolik,JULY 14 2018,PL,EX,C1.5,C1,0.5578,26,0.5578,0.2088,20.976,32.052,9.097,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,20,0.2242,0.5712,0.1839,0.5405,0.0101,0.0069,0.0485,0.0124,
Toolik,JULY 14 2018,PL,EX,C1.6,C1,0.6216,27,0.6216,0.2168,20.861,32.413,7.563,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,28,0.239,0.6315,0.1969,0.6075,0.0096,0.0064,0.0445,0.0104,
Toolik,JULY 14 2018,PL,EX,C1.7,C1,0.6006,28,0.6006,0.2133,20.911,32.254,8.047,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,33,0.2352,0.6169,0.1934,0.5877,0.0108,0.0064,0.0509,0.0106,
Toolik,JULY 14 2018,PL,EX,C1.8,C1,0.5979,29,0.5979,0.2151,20.885,32.332,8.135,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,37,0.2321,0.612,0.1942,0.5831,0.0089,0.0066,0.0412,0.011,
Toolik,JULY 14 2018,PL,EX,C2.1,C2,0.5214,30,0.5214,0.2033,21.056,31.809,10.006,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,57,0.2257,0.5517,0.1753,0.4927,0.0114,0.0172,0.056,0.0329,
Toolik,JULY 14 2018,PL,EX,C2.2,C2,0.4835,31,0.4835,0.2042,21.042,31.843,11.088,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,31,0.217,0.5039,0.194,0.4681,0.0054,0.0092,0.0263,0.019,
Toolik,JULY 14 2018,PL,EX,C2.3,C2,0.5861,32,0.5861,0.2155,20.878,32.35,8.443,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,25,0.2254,0.593,0.2045,0.5779,0.0049,0.0041,0.0226,0.007,
Toolik,JULY 14 2018,PL,EX,C2.4,C2,0.5972,33,0.5972,0.2235,20.765,32.718,8.251,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,35,0.2396,0.611,0.2074,0.5765,0.0068,0.0071,0.0305,0.0119,
Toolik,JULY 14 2018,PL,EX,C2.5,C2,0.5378,34,0.5378,0.209,20.973,32.06,9.635,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,17,0.2252,0.5519,0.1876,0.5295,0.009,0.006,0.043,0.0111,
Toolik,JULY 14 2018,PL,EX,C2.6,C2,0.4981,35,0.4981,0.2045,21.039,31.861,10.673,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,26,0.2271,0.5133,0.1845,0.4783,0.0112,0.0076,0.0547,0.0152,
Toolik,JULY 14 2018,PL,EX,C2.7,C2,0.5579,36,0.5579,0.2079,20.989,32.01,9.084,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,28,0.2274,0.579,0.1799,0.5374,0.0091,0.0073,0.044,0.0131,
Toolik,JULY 14 2018,PL,EX,C2.8,C2,0.5845,37,0.5845,0.2197,20.819,32.549,8.534,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,21,0.2385,0.5995,0.195,0.5746,0.0102,0.0065,0.0466,0.011,
Toolik,JULY 14 2018,PL,EX,C3.1,C3,0.5016,38,0.5016,0.1907,21.243,31.259,10.374,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,28,0.2108,0.5151,0.1699,0.4882,0.0103,0.0077,0.0539,0.0154,
Toolik,JULY 14 2018,PL,EX,C3.2,C3,0.62,39,0.62,0.2246,20.75,32.771,7.687,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,32,0.2362,0.6326,0.2014,0.5947,0.0089,0.0093,0.0398,0.0149,
Toolik,JULY 14 2018,PL,EX,C3.3,C3,0.7265,40,0.7265,0.2597,20.266,34.486,5.463,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,34,0.2769,0.7391,0.2474,0.719,0.0069,0.0048,0.0267,0.0065,
Toolik,JULY 14 2018,PL,EX,C3.4,C3,0.7601,41,0.7601,0.2644,20.203,34.726,4.733,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,33,0.2786,0.7765,0.2547,0.7442,0.0064,0.0075,0.0243,0.0099,
Toolik,JULY 14 2018,PL,EX,C3.5,C3,0.6165,42,0.6165,0.2246,20.748,32.77,7.773,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,25,0.2375,0.6258,0.2128,0.6089,0.0052,0.0042,0.0231,0.0069,
Toolik,JULY 14 2018,PL,EX,C3.6,C3,0.6246,43,0.6246,0.2214,20.794,32.622,7.538,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,42,0.2327,0.6306,0.2073,0.6165,0.0059,0.0034,0.0269,0.0055,
Toolik,JULY 14 2018,PL,EX,C3.7,C3,0.5986,44,0.5986,0.2102,20.956,32.108,8.063,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,25,0.2211,0.6059,0.2002,0.591,0.0049,0.0039,0.0235,0.0065,
Toolik,JULY 14 2018,PL,EX,C3.8,C3,0.5973,45,0.5973,0.2149,20.888,32.323,8.148,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,25,0.2262,0.6066,0.2031,0.589,0.0068,0.005,0.0315,0.0084,
Toolik,JULY 14 2018,PL,EX,C4.1,C4,0.5354,46,0.5354,0.2101,20.956,32.109,9.715,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,34,0.2265,0.5473,0.1928,0.5266,0.0071,0.005,0.0336,0.0093,
Toolik,JULY 14 2018,PL,EX,C4.2,C4,0.5679,47,0.5679,0.2125,20.922,32.222,8.877,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,30,0.2343,0.5854,0.1931,0.5503,0.012,0.0099,0.0566,0.0174,
Toolik,JULY 14 2018,PL,EX,C4.3,C4,0.719,48,0.719,0.2285,20.693,32.955,5.387,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,34,0.2399,0.7289,0.2164,0.6994,0.0065,0.0054,0.0286,0.0076,
Toolik,JULY 14 2018,PL,EX,C4.4,C4,0.6469,49,0.6469,0.2139,20.901,32.279,6.921,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,20,0.2294,0.6658,0.2032,0.6235,0.0065,0.0105,0.0302,0.0163,
Toolik,JULY 14 2018,PL,EX,C4.5,C4,0.6255,50,0.6255,0.2124,20.923,32.212,7.421,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,34,0.2314,0.6387,0.2021,0.6164,0.0078,0.005,0.0368,0.008,
Toolik,JULY 14 2018,PL,EX,C4.6,C4,0.6347,51,0.6347,0.2115,20.936,32.17,7.19,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,20,0.2243,0.6436,0.1983,0.6207,0.0065,0.0071,0.0309,0.0112,
Toolik,JULY 14 2018,PL,EX,C4.7,C4,0.5763,52,0.5763,0.1953,21.174,31.453,8.455,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,24,0.2073,0.5872,0.1852,0.564,0.0059,0.0053,0.03,0.0093,
Toolik,JULY 14 2018,PL,EX,C4.8,C4,0.5718,53,0.5718,0.2035,21.053,31.813,8.666,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,20,0.2179,0.5814,0.1858,0.5622,0.0075,0.0059,0.0371,0.0103,
Toolik,JULY 14 2018,PL,EX,C5.1,C5,0.5374,54,0.5374,0.2064,21.011,31.942,9.61,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,31,0.2218,0.5477,0.1897,0.5257,0.0078,0.0046,0.0377,0.0086,
Toolik,JULY 14 2018,PL,EX,C5.2,C5,0.554,55,0.554,0.2021,21.074,31.752,9.112,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,28,0.219,0.5736,0.1752,0.5302,0.0091,0.0101,0.045,0.0183,
Toolik,JULY 14 2018,PL,EX,C5.3,C5,0.5579,56,0.5579,0.2048,21.034,31.869,9.043,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,25,0.2197,0.5722,0.1874,0.5441,0.0067,0.0065,0.0328,0.0117,
Toolik,JULY 14 2018,PL,EX,C5.4,C5,0.6669,57,0.6669,0.2311,20.657,33.08,6.61,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,31,0.2501,0.6813,0.2109,0.6546,0.0086,0.0064,0.0371,0.0096,
Toolik,JULY 14 2018,PL,EX,C5.5,C5,0.6259,58,0.6259,0.2108,20.946,32.142,7.396,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,31,0.2258,0.6379,0.193,0.6031,0.0097,0.0077,0.0459,0.0123,
Toolik,JULY 14 2018,PL,EX,C5.6,C5,0.6004,59,0.6004,0.2084,20.982,32.035,7.997,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,34,0.2264,0.6171,0.1807,0.5893,0.0111,0.0061,0.0533,0.0102,
Toolik,JULY 14 2018,PL,EX,C5.7,C5,0.4966,60,0.4966,0.1864,21.307,31.075,10.45,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,29,0.202,0.5075,0.1727,0.484,0.0091,0.007,0.0487,0.0141,
Toolik,JULY 14 2018,PL,EX,C5.8,C5,0.5199,61,0.5199,0.192,21.224,31.317,9.892,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,35,0.2173,0.5391,0.1676,0.4925,0.0126,0.0116,0.0657,0.0223,
Toolik,JULY 14 2018,PL,EX,C6.1,C6,0.5025,62,0.5025,0.1829,21.361,30.926,10.238,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,20,0.1994,0.5207,0.165,0.4884,0.0098,0.0079,0.0535,0.0158,
Toolik,JULY 14 2018,PL,EX,C6.2,C6,0.5136,63,0.5136,0.1816,21.38,30.875,9.92,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,28,0.202,0.5294,0.1605,0.4949,0.0112,0.0087,0.0618,0.017,
Toolik,JULY 14 2018,PL,EX,C6.3,C6,0.5876,64,0.5876,0.207,21.003,31.968,8.303,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,33,0.229,0.6059,0.1924,0.5719,0.0093,0.0072,0.0448,0.0123,
Toolik,JULY 14 2018,PL,EX,C6.4,C6,0.5387,65,0.5387,0.1879,21.285,31.14,9.335,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,26,0.2141,0.5546,0.1564,0.5205,0.0102,0.0071,0.0545,0.0131,
Toolik,JULY 14 2018,PL,EX,C6.5,C6,0.56,66,0.56,0.1973,21.145,31.54,8.896,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,29,0.2153,0.5703,0.1787,0.5475,0.0084,0.0062,0.0426,0.0111,
Toolik,JULY 14 2018,PL,EX,C6.6,C6,0.5564,67,0.5564,0.2016,21.081,31.732,9.044,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,33,0.2219,0.5745,0.1814,0.5373,0.0102,0.009,0.0504,0.0162,
Toolik,JULY 14 2018,PL,EX,C6.7,C6,0.5439,68,0.5439,0.1922,21.221,31.319,9.253,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,20,0.203,0.5567,0.1725,0.5275,0.0081,0.0067,0.0421,0.0123,
Toolik,JULY 14 2018,PL,EX,C6.8,C6,0.5449,69,0.5449,0.1977,21.139,31.557,9.295,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,22,0.217,0.5546,0.1818,0.5322,0.0084,0.0056,0.0423,0.0103,
Toolik,JULY 14 2018,PL,EX,C7.1,C7,0.5637,70,0.5637,0.2287,20.691,32.968,9.197,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,37,0.25,0.5757,0.2019,0.5436,0.0102,0.0075,0.0446,0.0132,
Toolik,JULY 14 2018,PL,EX,C7.2,C7,0.6041,71,0.6041,0.2237,20.761,32.733,8.078,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,33,0.2426,0.6272,0.2053,0.5876,0.0091,0.0078,0.0409,0.0129,
Toolik,JULY 14 2018,PL,EX,C7.3,C7,0.6844,72,0.6844,0.2355,20.597,33.289,6.236,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,21,0.2515,0.7045,0.2154,0.6632,0.0105,0.0097,0.0446,0.0142,
Toolik,JULY 14 2018,PL,EX,C7.4,C7,0.5682,73,0.5682,0.1961,21.162,31.491,8.669,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,32,0.2117,0.5858,0.1789,0.5508,0.0088,0.0075,0.0446,0.0132,
Toolik,JULY 14 2018,PL,EX,C7.5,C7,0.5413,74,0.5413,0.1843,21.34,30.982,9.221,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,29,0.2013,0.5538,0.1671,0.5282,0.0077,0.0062,0.0419,0.0115,
Toolik,JULY 14 2018,PL,EX,C7.6,C7,0.5763,75,0.5763,0.2061,21.014,31.93,8.583,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,21,0.2183,0.5963,0.1883,0.5605,0.0072,0.0098,0.0349,0.017,
Toolik,JULY 14 2018,PL,EX,C7.7,C7,0.683,76,0.683,0.2224,20.78,32.671,6.152,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,28,0.2394,0.6963,0.2091,0.67,0.0074,0.0054,0.0335,0.0079,
Toolik,JULY 14 2018,PL,EX,C7.8,C7,0.5525,77,0.5525,0.2002,21.102,31.668,9.127,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,38,0.2193,0.5724,0.1827,0.5405,0.0088,0.0072,0.0438,0.0131,
Toolik,JULY 14 2018,PL,EX,C8.1,C8,0.5649,78,0.5649,0.2089,20.974,32.057,8.911,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,31,0.2267,0.5782,0.1909,0.552,0.0099,0.0064,0.0472,0.0112,
Toolik,JULY 14 2018,PL,EX,C8.2,C8,0.5632,79,0.5632,0.2096,20.964,32.089,8.964,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,34,0.2415,0.5785,0.1865,0.5442,0.0107,0.0073,0.0512,0.013,
Toolik,JULY 14 2018,PL,EX,C8.3,C8,0.5662,80,0.5662,0.2149,20.888,32.328,8.953,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,30,0.2319,0.5771,0.1912,0.5514,0.0102,0.0073,0.0475,0.0129,
Toolik,JULY 14 2018,PL,EX,C8.4,C8,0.5367,81,0.5367,0.205,21.031,31.883,9.612,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,24,0.2282,0.549,0.186,0.5277,0.0101,0.0057,0.0495,0.0106,
Toolik,JULY 14 2018,PL,EX,C8.5,C8,0.6045,82,0.6045,0.2182,20.84,32.476,8.005,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,20,0.2339,0.6149,0.2028,0.5908,0.0084,0.0058,0.0385,0.0095,
Toolik,JULY 14 2018,PL,EX,C8.6,C8,0.6154,83,0.6154,0.2186,20.835,32.492,7.735,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,89,0.2353,0.6284,0.2017,0.5897,0.0073,0.0065,0.0334,0.0106,
Toolik,JULY 14 2018,PL,EX,C8.7,C8,0.5784,84,0.5784,0.212,20.928,32.194,8.598,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,266,0.2334,0.5934,0.1911,0.5645,0.0069,0.005,0.0324,0.0087,
Toolik,JULY 14 2018,PL,EX,C8.8,C8,0.6068,85,0.6068,0.2068,21.005,31.959,7.82,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,59,0.2226,0.6202,0.1914,0.5938,0.0074,0.0053,0.0359,0.0087,
Toolik,JULY 14 2018,PL,PR,C1.1,C1,0.4938,86,0.4938,0.1841,21.342,30.972,10.497,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,22,0.1937,0.5075,0.1747,0.4801,0.0057,0.0056,0.0311,0.0112,
Toolik,JULY 14 2018,PL,PR,C1.2,C1,0.6502,87,0.6502,0.2296,20.678,33.003,6.995,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,21,0.2408,0.6632,0.2209,0.638,0.0051,0.0055,0.022,0.0085,
Toolik,JULY 14 2018,PL,PR,C1.3,C1,0.5498,88,0.5498,0.2091,20.973,32.066,9.329,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,73,0.2491,0.615,0.1853,0.4932,0.0125,0.0409,0.0597,0.0745,
Toolik,JULY 14 2018,PL,PR,C1.4,C1,0.4841,89,0.4841,0.1909,21.24,31.268,10.868,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,23,0.2092,0.502,0.172,0.4705,0.0104,0.008,0.0547,0.0166,
Toolik,JULY 14 2018,PL,PR,C1.5,C1,0.5703,90,0.5703,0.2146,20.891,32.312,8.84,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,22,0.2282,0.5857,0.2002,0.5567,0.0075,0.0067,0.0351,0.0118,
Toolik,JULY 14 2018,PL,PR,C1.6,C1,0.5713,91,0.5713,0.2137,20.905,32.268,8.803,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,23,0.2336,0.5893,0.2004,0.5562,0.0064,0.0078,0.0301,0.0136,
Toolik,JULY 14 2018,PL,PR,C1.7,C1,0.576,92,0.576,0.2142,20.897,32.294,8.688,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,20,0.2366,0.5865,0.2,0.5679,0.0087,0.0049,0.0405,0.0085,
Toolik,JULY 14 2018,PL,PR,C1.8,C1,0.6067,93,0.6067,0.2311,20.657,33.078,8.097,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,18,0.2436,0.6135,0.2237,0.5984,0.0064,0.004,0.0279,0.0066,
Toolik,JULY 14 2018,PL,PR,C2.1,C2,0.5277,94,0.5277,0.2062,21.014,31.932,9.872,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,23,0.221,0.5395,0.1922,0.5185,0.0085,0.0061,0.0411,0.0116,
Toolik,JULY 14 2018,PL,PR,C2.2,C2,0.5725,95,0.5725,0.222,20.785,32.654,8.876,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,17,0.2397,0.5845,0.2082,0.5582,0.0086,0.0067,0.0388,0.0116,
Toolik,JULY 14 2018,PL,PR,C2.3,C2,0.5519,96,0.5519,0.2179,20.844,32.462,9.372,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,25,0.2371,0.5682,0.2033,0.5355,0.0079,0.0079,0.0362,0.0143,
Toolik,JULY 14 2018,PL,PR,C2.4,C2,0.5356,97,0.5356,0.2124,20.924,32.21,9.739,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,21,0.2265,0.546,0.1949,0.5285,0.0072,0.0044,0.0341,0.0083,
Toolik,JULY 14 2018,PL,PR,C2.5,C2,0.5594,98,0.5594,0.2147,20.891,32.314,9.129,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2343,0.575,0.1999,0.5488,0.0075,0.0054,0.0349,0.0097,
Toolik,JULY 14 2018,PL,PR,C2.6,C2,0.5435,99,0.5435,0.2055,21.023,31.902,9.434,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,20,0.2183,0.5509,0.1937,0.5365,0.0064,0.0039,0.031,0.0071,
Toolik,JULY 14 2018,PL,PR,C2.7,C2,0.6285,100,0.6285,0.221,20.801,32.605,7.438,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,21,0.2318,0.6438,0.1945,0.6101,0.0087,0.0081,0.0396,0.0129,
Toolik,JULY 14 2018,PL,PR,C2.8,C2,0.6146,101,0.6146,0.2131,20.914,32.243,7.696,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,18,0.2274,0.6336,0.196,0.5945,0.0091,0.0097,0.0428,0.0158,
Toolik,JULY 14 2018,PL,PR,C3.1,C3,0.6494,102,0.6494,0.2552,20.326,34.261,7.281,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,17,0.2801,0.6667,0.2412,0.6425,0.0087,0.0069,0.0341,0.0106,
Toolik,JULY 14 2018,PL,PR,C3.2,C3,0.6087,103,0.6087,0.2281,20.699,32.934,8.011,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,15,0.2369,0.6177,0.2186,0.6002,0.0052,0.0058,0.0227,0.0096,
Toolik,JULY 14 2018,PL,PR,C3.3,C3,0.5267,104,0.5267,0.2233,20.768,32.715,10.139,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,16,0.2403,0.539,0.2005,0.5105,0.0112,0.0075,0.05,0.0142,
Toolik,JULY 14 2018,PL,PR,C3.4,C3,0.5674,105,0.5674,0.226,20.729,32.84,9.064,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,14,0.2403,0.5756,0.2032,0.5577,0.0101,0.0047,0.0447,0.0083,
Toolik,JULY 14 2018,PL,PR,C3.5,C3,0.5034,106,0.5034,0.2146,20.892,32.314,10.672,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,16,0.2294,0.5166,0.1999,0.4953,0.0095,0.0071,0.0444,0.0141,
Toolik,JULY 14 2018,PL,PR,C3.6,C3,0.5325,107,0.5325,0.2104,20.953,32.118,9.797,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,16,0.2208,0.5384,0.1989,0.5237,0.006,0.0035,0.0285,0.0066,
Toolik,JULY 14 2018,PL,PR,C3.7,C3,0.5259,108,0.5259,0.2024,21.069,31.769,9.87,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,16,0.2266,0.541,0.1878,0.5139,0.0099,0.0075,0.0489,0.0143,
Toolik,JULY 14 2018,PL,PR,C3.8,C3,0.5645,109,0.5645,0.2098,20.962,32.099,8.932,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,17,0.2333,0.5929,0.1914,0.549,0.012,0.0117,0.0574,0.0207,
