date ,year,region,site,treatment,block,species,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
drop,,,,,,,,,,,,,,
7/20/2022,2022,toolik,MAT06,F2,2,ERI VAG,3,6,4,2.5,3.5,4.5,7.5,6
7/20/2022,2022,toolik,MAT06,F2,2,EV. LITTER,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,2,CAR BIG,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,2,GRASS ex.,2,2,2,<1,3,1,1,11
7/20/2022,2022,toolik,MAT06,F2,2,BET NAN,26,18,9,5,11,10,19,11
7/20/2022,2022,toolik,MAT06,F2,2,DEAD BET,<1,<1,<1,<1,<1,0,0,<1
7/20/2022,2022,toolik,MAT06,F2,2,SAL PUL,1,2.5,0,0,0,<1,<1,1
7/20/2022,2022,toolik,MAT06,F2,2,SAL RET,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,2,ARC ALP,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,2,VAC ULI,2,1.5,<1,0,0,2,0,1.5
7/20/2022,2022,toolik,MAT06,F2,2,RUB CHA,6,2,17,15.5,19,27.5,30.5,12
7/20/2022,2022,toolik,MAT06,F2,2,PET FRI,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,2,POL BIS,5.5,6.5,1.5,6,2,<1,0,<1
7/20/2022,2022,toolik,MAT06,F2,2,LED PAL,23,43.5,40.5,33,47,33,22,26
7/20/2022,2022,toolik,MAT06,F2,2,CAS TET,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,2,VAC VIT,3,2,8.5,16,7,5,2,5
7/20/2022,2022,toolik,MAT06,F2,2,EMP NIG,<1,1.5,1,<1,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,2,PED LAP,0,0,<1,<1,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,2,AND POL,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,2,DEAD EV.,1,1,<1,<1,0,0,0,<1
7/20/2022,2022,toolik,MAT06,F2,2,MOSS,2,9,4,4,5,4,4,2
7/20/2022,2022,toolik,MAT06,F2,2,LICHEN,0,0,<1,0,<1,0,0,<1
7/20/2022,2022,toolik,MAT06,F2,2,LITTER,6,7.5,14,7.5,7,9,8,11
7/20/2022,2022,toolik,MAT06,F2,2,FR BOIL,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,2,BARE GR.,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,2,HOLES,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,2,TRAILS,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,2,% LITTER,0,0,0,0,0,0,0,1
drop,,,,,,,,,,,,,,
7/19/2022,2022,toolik,MAT06,F5,2,ERI VAG,1,0,2,2,2.5,<1,0,0
7/19/2022,2022,toolik,MAT06,F5,2,EV. LITTER,,,,,,,,
7/19/2022,2022,toolik,MAT06,F5,2,CAR BIG,,,,,,,,
7/19/2022,2022,toolik,MAT06,F5,2,GRASS ex.,14,9,12,15,8,19,11,15
7/19/2022,2022,toolik,MAT06,F5,2,BET NAN,27,13,17,14,20.5,26,40,28
7/19/2022,2022,toolik,MAT06,F5,2,DEAD BET,2,2,0,0,0,0,<1,0
7/19/2022,2022,toolik,MAT06,F5,2,SAL PUL,2,<1,1,<1,1,1.5,3.5,5.5
7/19/2022,2022,toolik,MAT06,F5,2,SAL RET,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,ARC ALP,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,VAC ULI,2,2.5,0,<1,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,RUB CHA,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,PET FRI,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,POL BIS,0,1,2,2,2,0,<1,0
7/19/2022,2022,toolik,MAT06,F5,2,LED PAL,26,50,44,38,52,26,18,30
7/19/2022,2022,toolik,MAT06,F5,2,CAS TET,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,VAC VIT,0,0,<1,0,<1,1,0,0
7/19/2022,2022,toolik,MAT06,F5,2,EMP NIG,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,PED LAP,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,AND POL,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,DEAD EV.,2,1,1,0,<1,1,<1,1
7/19/2022,2022,toolik,MAT06,F5,2,MOSS,0,0,0,0,0,0,<1,0
7/19/2022,2022,toolik,MAT06,F5,2,LICHEN,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,LITTER,23,13,10,11,11,8,7.5,3
7/19/2022,2022,toolik,MAT06,F5,2,FR BOIL,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,BARE GR.,0,0,2,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,HOLES,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,TRAILS,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F5,2,% LITTER,0,0,1,1,0,0,0,0
drop,,,,,,,,,,,,,,
7/20/2022,2022,toolik,MAT06,F10,2,ERI VAG,0,0,3,0,2,<1,1,<1
7/20/2022,2022,toolik,MAT06,F10,2,EV. LITTER,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,CAR BIG,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,GRASS ex.,19,34,20,34,9,2,<1,1
7/20/2022,2022,toolik,MAT06,F10,2,BET NAN,47,32,51,25,62,80,30,64
7/20/2022,2022,toolik,MAT06,F10,2,DEAD BET,1,1,<1,<1,1,<1,1.5,<1
7/20/2022,2022,toolik,MAT06,F10,2,SAL PUL,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,SAL RET,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,ARC ALP,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,VAC ULI,0,0,0,0,0,0,2.5,0
7/20/2022,2022,toolik,MAT06,F10,2,RUB CHA,20,18,5,22,23,17,68,28
7/20/2022,2022,toolik,MAT06,F10,2,PET FRI,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,POL BIS,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,LED PAL,2.5,3,1.5,<1,2,1,3.5,3
7/20/2022,2022,toolik,MAT06,F10,2,CAS TET,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,VAC VIT,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,EMP NIG,0,0,0,0,0,0,<1,0
7/20/2022,2022,toolik,MAT06,F10,2,PED LAP,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,AND POL,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,DEAD EV.,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,MOSS,0,0,0,2,<1,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,LICHEN,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,LITTER,5,4,3,1,5,<1,1,1
7/20/2022,2022,toolik,MAT06,F10,2,FR BOIL,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,BARE GR.,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,HOLES,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,TRAILS,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F10,2,% LITTER,0,0,3,0,0,0,0,0
drop,,,,,,,,,,,,,,
7/19/2022,2022,toolik,MAT06,GH,2,ERI VAG,19,2<1,25,23,16,20,,
7/19/2022,2022,toolik,MAT06,GH,2,EV. LITTER,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,2,CAR BIG,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,2,GRASS ex.,4,3.5,0,2.5,8.5,2,,
7/19/2022,2022,toolik,MAT06,GH,2,BET NAN,1<1,9,12,6,7.5,9,,
7/19/2022,2022,toolik,MAT06,GH,2,DEAD BET,1,<1,1,1,<1,<1,,
7/19/2022,2022,toolik,MAT06,GH,2,SAL PUL,6,12,<1,6,<1,0,,
7/19/2022,2022,toolik,MAT06,GH,2,SAL RET,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,2,ARC ALP,0,4,0,<1,0,5,,
7/19/2022,2022,toolik,MAT06,GH,2,VAC ULI,3,0,3,8,10,6,,
7/19/2022,2022,toolik,MAT06,GH,2,RUB CHA,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,2,PET FRI,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,2,POL BIS,<1,1,<1,2,1,2.5,,
7/19/2022,2022,toolik,MAT06,GH,2,LED PAL,11,10,11,14,8,16.5,,
7/19/2022,2022,toolik,MAT06,GH,2,CAS TET,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,2,VAC VIT,12.5,8,10,9.5,<1,3,,
7/19/2022,2022,toolik,MAT06,GH,2,EMP NIG,2,5,2.5,6.5,1,5,,
7/19/2022,2022,toolik,MAT06,GH,2,PED LAP,<1,<1,0,<1,0,<1,,
7/19/2022,2022,toolik,MAT06,GH,2,AND POL,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,2,DEAD EV.,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,2,MOSS,4,4,2,4,8,11.5,,
7/19/2022,2022,toolik,MAT06,GH,2,LICHEN,<1,<1,1,<1,1,<1,,
7/19/2022,2022,toolik,MAT06,GH,2,LITTER,23.5,19,23,19.5,18,11,,
7/19/2022,2022,toolik,MAT06,GH,2,FR BOIL,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,2,BARE GR.,0,0,0,2,0,0,,
7/19/2022,2022,toolik,MAT06,GH,2,HOLES,0,3,2,3,0,2,,
7/19/2022,2022,toolik,MAT06,GH,2,TRAILS,0,2,1,1,2,1,,
7/19/2022,2022,toolik,MAT06,GH,2,% LITTER,0,<1,3,0,3,2,,
drop,,,,,,,,,,,,,,
7/21/2022,2022,toolik,MAT06,CT,3,ERI VAG,3,13,7,18,<1,11.5,<1,17.5
7/21/2022,2022,toolik,MAT06,CT,3,EV. LITTER,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,CT,3,CAR BIG,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,CT,3,GRASS ex.,3.5,3.5,4,3,13,7.5,13,10.5
7/21/2022,2022,toolik,MAT06,CT,3,BET NAN,12.5,14.5,19,17,16.5,11,29,19
7/21/2022,2022,toolik,MAT06,CT,3,DEAD BET,3,4.5,4,3.5,2.5,2.5,5,4.5
7/21/2022,2022,toolik,MAT06,CT,3,SAL PUL,16,10,16.5,3,2,13.5,3,1.5
7/21/2022,2022,toolik,MAT06,CT,3,SAL RET,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,CT,3,ARC ALP,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,CT,3,VAC ULI,3.5,1.5,5,<1,1.5,2.5,2,0
7/21/2022,2022,toolik,MAT06,CT,3,RUB CHA,0,0,0,0,0,,0,0
7/21/2022,2022,toolik,MAT06,CT,3,PET FRI,3,5.5,3,1.5,1,<1,0,0
7/21/2022,2022,toolik,MAT06,CT,3,POL BIS,1.5,1.5,1,<1,1,<1,<1,1
7/21/2022,2022,toolik,MAT06,CT,3,LED PAL,<1,7.5,3,6.5,3.5,8,4,3.5
7/21/2022,2022,toolik,MAT06,CT,3,CAS TET,6.5,7.5,3,6.5,3.5,8,4,3.5
7/21/2022,2022,toolik,MAT06,CT,3,VAC VIT,<1,7.5,3,6.5,3.5,8,4,3.5
7/21/2022,2022,toolik,MAT06,CT,3,EMP NIG,1,1,1.5,0,0,8,7,0
7/21/2022,2022,toolik,MAT06,CT,3,PED LAP,1.5,<1,0,<1,<1,0,1,1
7/21/2022,2022,toolik,MAT06,CT,3,AND POL,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,CT,3,DEAD EV.,1.5,4.5,2,5,3,2.5,<1,1
7/21/2022,2022,toolik,MAT06,CT,3,MOSS,22,11,8,15,14,9,12,9
7/21/2022,2022,toolik,MAT06,CT,3,LICHEN,2,4.5,<1,6,3,2,1.5,45
7/21/2022,2022,toolik,MAT06,CT,3,LITTER,15.5,13,16.5,19,22,27,22,29.5
7/21/2022,2022,toolik,MAT06,CT,3,FR BOIL,5.5,5,3,0,2,0,0,0
7/21/2022,2022,toolik,MAT06,CT,3,BARE GR.,0,0,1,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,CT,3,HOLES,0,3,2,1,1,1,3,0
7/21/2022,2022,toolik,MAT06,CT,3,TRAILS,0,0,1,2,2,2,2,0
7/21/2022,2022,toolik,MAT06,CT,3,% LITTER,4,3,5,5,4,5,8,6
drop,,,,,,,,,,,,,,
7/20/2022,2022,toolik,MAT06,F0.5,3,ERI VAG,2,2,1.5,6,1,1.5,6.5,3.5
7/20/2022,2022,toolik,MAT06,F0.5,3,EV. LITTER,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F0.5,3,CAR BIG,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F0.5,3,GRASS ex.,9,10.5,12,6,3,7,2,9.5
7/20/2022,2022,toolik,MAT06,F0.5,3,BET NAN,9,6,7.5,15,15.5,6,13,20
7/20/2022,2022,toolik,MAT06,F0.5,3,DEAD BET,0,<1,2,<1,4,4,<1,1
7/20/2022,2022,toolik,MAT06,F0.5,3,SAL PUL,4,4.5,6,11.5,5,0,7,<1
7/20/2022,2022,toolik,MAT06,F0.5,3,SAL RET,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F0.5,3,ARC ALP,10,9,<1,0,0,0,0.5,0
7/20/2022,2022,toolik,MAT06,F0.5,3,VAC ULI,1.5,1,0,<1,0,6.5,1,3
7/20/2022,2022,toolik,MAT06,F0.5,3,RUB CHA,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F0.5,3,PET FRI,5,3.5,1.5,0,2,8.5,3,3
7/20/2022,2022,toolik,MAT06,F0.5,3,POL BIS,2,1.5,2.5,<1,2.5,2,2,<1
7/20/2022,2022,toolik,MAT06,F0.5,3,LED PAL,12,5,14,9,7,4,6,12.5
7/20/2022,2022,toolik,MAT06,F0.5,3,CAS TET,25,<1,2,1.5,0,4,5.5,3
7/20/2022,2022,toolik,MAT06,F0.5,3,VAC VIT,6,8.5,9.5,3,13,5,5.5,4
7/20/2022,2022,toolik,MAT06,F0.5,3,EMP NIG,<1,2,2.5,4.5,5,6,8,1
7/20/2022,2022,toolik,MAT06,F0.5,3,PED LAP,<1,1,0,<1,<1,<1,<1,<1
7/20/2022,2022,toolik,MAT06,F0.5,3,AND POL,<1,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F0.5,3,DEAD EV.,<1,<1,1.5,<1,<1,<1,2,<1
7/20/2022,2022,toolik,MAT06,F0.5,3,MOSS,11,21,12,7.5,18,31,18,10.5
7/20/2022,2022,toolik,MAT06,F0.5,3,LICHEN,1.5,1,4,3,1.5,1,4,<1
7/20/2022,2022,toolik,MAT06,F0.5,3,LITTER,8.5,6,6,5,5,6.5,5,13
7/20/2022,2022,toolik,MAT06,F0.5,3,FR BOIL,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F0.5,3,BARE GR.,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F0.5,3,HOLES,3,1,0,0,0,6,1,0
7/20/2022,2022,toolik,MAT06,F0.5,3,TRAILS,0,0,0,0,0,0,0,1
7/20/2022,2022,toolik,MAT06,F0.5,3,% LITTER,0,1,0,0,1,2,1,5
drop,,,,,,,,,,,,,,
7/20/2022,2022,toolik,MAT06,F1,3,ERI VAG,<1,1,1.5,3,1.5,4,5,6
7/20/2022,2022,toolik,MAT06,F1,3,EV. LITTER,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,3,CAR BIG,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,3,GRASS ex.,6,3,12,5,4,5.5,1,2.5
7/20/2022,2022,toolik,MAT06,F1,3,BET NAN,31,13,25,18,18,12.5,21,24.5
7/20/2022,2022,toolik,MAT06,F1,3,DEAD BET,1,8.5,<1,2,<1,<1,5,4.5
7/20/2022,2022,toolik,MAT06,F1,3,SAL PUL,4,8.5,6,9,0,2,7.5,9.5
7/20/2022,2022,toolik,MAT06,F1,3,SAL RET,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,3,ARC ALP,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,3,VAC ULI,0,0,0,1,1,3,<1,0
7/20/2022,2022,toolik,MAT06,F1,3,RUB CHA,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,3,PET FRI,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,3,POL BIS,2,1,2,6,1,3,1,<1
7/20/2022,2022,toolik,MAT06,F1,3,LED PAL,10,5,5,7,11,18,8,11.5
7/20/2022,2022,toolik,MAT06,F1,3,CAS TET,<1,<1,0,<1,2.5,4,2,<1
7/20/2022,2022,toolik,MAT06,F1,3,VAC VIT,<1,5,2,2.5,2,3,2,4.5
7/20/2022,2022,toolik,MAT06,F1,3,EMP NIG,1.5,5,1.5,0,<1,<1,2.5,4
7/20/2022,2022,toolik,MAT06,F1,3,PED LAP,1,1,1,1.5,1.5,1,<1,<1
7/20/2022,2022,toolik,MAT06,F1,3,AND POL,1,<1,0,<1,0,0,0,1
7/20/2022,2022,toolik,MAT06,F1,3,DEAD EV.,<1,<1,2.5,1,1,9.5,0,<1
7/20/2022,2022,toolik,MAT06,F1,3,MOSS,13.5,32,13,17,11,18,20,3
7/20/2022,2022,toolik,MAT06,F1,3,LICHEN,6,6,1.5,5.5,3,3,1.5,3
7/20/2022,2022,toolik,MAT06,F1,3,LITTER,10,3,14,6,15,12,7,12
7/20/2022,2022,toolik,MAT06,F1,3,FR BOIL,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,3,BARE GR.,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,3,HOLES,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,3,TRAILS,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,3,% LITTER,1.5,0,1,1,0,0,0,0
drop,,,,,,,,,,,,,,
7/20/2022,2022,toolik,MAT06,F2,3,ERI VAG,0,<1,0,<1,1,0,3,0
7/20/2022,2022,toolik,MAT06,F2,3,EV. LITTER,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,3,CAR BIG,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,3,GRASS ex.,9,9,8,12,11.5,4,7,2
7/20/2022,2022,toolik,MAT06,F2,3,BET NAN,43.5,34,12.5,29.5,15,30,28,16.5
7/20/2022,2022,toolik,MAT06,F2,3,DEAD BET,<1,<1,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,3,SAL PUL,3.5,7,3,2,1.5,1,2,0
7/20/2022,2022,toolik,MAT06,F2,3,SAL RET,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,3,ARC ALP,0,0,12.5,2,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,3,VAC ULI,1.5,1.5,3,0,1.5,1,0,<1
7/20/2022,2022,toolik,MAT06,F2,3,RUB CHA,0,0,<1,2,1.5,5,4,19.5
7/20/2022,2022,toolik,MAT06,F2,3,PET FRI,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,3,POL BIS,<1,0,1,<1,<1,0,<1,1
7/20/2022,2022,toolik,MAT06,F2,3,LED PAL,33,22,25,15,15.5,21,20.5,23
7/20/2022,2022,toolik,MAT06,F2,3,CAS TET,0,2,<1,1,0,<1,1,2
7/20/2022,2022,toolik,MAT06,F2,3,VAC VIT,3,1.5,6,3.5,2.5,1.5,3,6
7/20/2022,2022,toolik,MAT06,F2,3,EMP NIG,1,0,1.5,<1,1,<1,0,0
7/20/2022,2022,toolik,MAT06,F2,3,PED LAP,0,<1,0,<1,0,<1,0,<1
7/20/2022,2022,toolik,MAT06,F2,3,AND POL,0,2,1.5,0,<1,0,0,0
7/20/2022,2022,toolik,MAT06,F2,3,DEAD EV.,<1,2,0,<1,4.5,0,2,<1
7/20/2022,2022,toolik,MAT06,F2,3,MOSS,2,7,7,16,6,5,9.5,7
7/20/2022,2022,toolik,MAT06,F2,3,LICHEN,<1,<1,4,<1,2,1,<1,1
7/20/2022,2022,toolik,MAT06,F2,3,LITTER,2.5,2.5,22,8,20,10,8,18
7/20/2022,2022,toolik,MAT06,F2,3,FR BOIL,0,0,0,0,1,2,0,0
7/20/2022,2022,toolik,MAT06,F2,3,BARE GR.,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,3,HOLES,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,3,TRAILS,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F2,3,% LITTER,0,0,0,0,0,0,0,0
drop,,,,,,,,,,,,,,
7/21/2022,2022,toolik,MAT06,F5,3,ERI VAG,0,2.5,3,6,1,4,1,2
7/21/2022,2022,toolik,MAT06,F5,3,EV. LITTER,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F5,3,CAR BIG,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F5,3,GRASS ex.,21.5,8.5,9,11,14,11,9,10
7/21/2022,2022,toolik,MAT06,F5,3,BET NAN,24,23,31.5,29.5,33.5,41.5,22,42.5
7/21/2022,2022,toolik,MAT06,F5,3,DEAD BET,2,1,<1,0,5,2.5,1,2.5
7/21/2022,2022,toolik,MAT06,F5,3,SAL PUL,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F5,3,SAL RET,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F5,3,ARC ALP,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F5,3,VAC ULI,<1,0,0,<1,0,0,0,0
7/21/2022,2022,toolik,MAT06,F5,3,RUB CHA,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F5,3,PET FRI,9,19,6,18,23.5,3.5,2.5,1
7/21/2022,2022,toolik,MAT06,F5,3,POL BIS,1,4,2,1,1,1,<1,<1
7/21/2022,2022,toolik,MAT06,F5,3,LED PAL,12,17.5,21,14,9,13.5,14,24
7/21/2022,2022,toolik,MAT06,F5,3,CAS TET,0,0,0,0,<1,0,0,1
7/21/2022,2022,toolik,MAT06,F5,3,VAC VIT,<1,1,<1,<1,<1,0,1,1
7/21/2022,2022,toolik,MAT06,F5,3,EMP NIG,0,0,<1,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F5,3,PED LAP,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F5,3,AND POL,0,0,0,<1,0,<1,0,<1
7/21/2022,2022,toolik,MAT06,F5,3,DEAD EV.,<1,<1,1,<1,<1,1,<1,0
7/21/2022,2022,toolik,MAT06,F5,3,MOSS,0,1,<1,2,<1,0,1,2
7/21/2022,2022,toolik,MAT06,F5,3,LICHEN,0,0,0,0,0,<1,0,0
7/21/2022,2022,toolik,MAT06,F5,3,LITTER,16,12,21,16,6.5,11,19,9
7/21/2022,2022,toolik,MAT06,F5,3,FR BOIL,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F5,3,BARE GR.,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F5,3,HOLES,0,0,0,2,0,0,2,1
7/21/2022,2022,toolik,MAT06,F5,3,TRAILS,0,0,1,1,0,0,1,0
7/21/2022,2022,toolik,MAT06,F5,3,% LITTER,0,3.5,1,6,0,2.5,8,3
drop,,,,,,,,,,,,,,
7/21/2022,2022,toolik,MAT06,F10,3,ERI VAG,0,0,0,0,0,<1,0,0
7/21/2022,2022,toolik,MAT06,F10,3,EV. LITTER,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,CAR BIG,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,GRASS ex.,23,19,17,6,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,BET NAN,13,14,27,55.5,88,85,87,86
7/21/2022,2022,toolik,MAT06,F10,3,DEAD BET,7,11,3.5,6,5.5,6,3,4
7/21/2022,2022,toolik,MAT06,F10,3,SAL PUL,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,SAL RET,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,ARC ALP,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,VAC ULI,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,RUB CHA,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,PET FRI,24,29,36,10,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,POL BIS,1,1,0,<1,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,LED PAL,<1,1,0,1,1,3,1,2
7/21/2022,2022,toolik,MAT06,F10,3,CAS TET,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,VAC VIT,0,0,0,<1,0,<1,<1,<1
7/21/2022,2022,toolik,MAT06,F10,3,EMP NIG,1,0,0,0,<1,0,2,0
7/21/2022,2022,toolik,MAT06,F10,3,PED LAP,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,AND POL,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,DEAD EV.,2.5,<1,0,0,0,0,1,0
7/21/2022,2022,toolik,MAT06,F10,3,MOSS,0,0,0,0,0,0,1,0
7/21/2022,2022,toolik,MAT06,F10,3,LICHEN,0,0,0,0,0,0,<1,0
7/21/2022,2022,toolik,MAT06,F10,3,LITTER,22,22,7,5,11,8,6,17
7/21/2022,2022,toolik,MAT06,F10,3,FR BOIL,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,BARE GR.,1,0,0,5,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,HOLES,0,0,2,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,TRAILS,0,0,0,0,0,0,0,0
7/21/2022,2022,toolik,MAT06,F10,3,% LITTER,0,0,4.5,3,0,0,0,0
drop,,,,,,,,,,,,,,
7/21/2022,2022,toolik,MAT06,GH,3,ERI VAG,9,8,5,8,4.5,21,,
7/21/2022,2022,toolik,MAT06,GH,3,EV. LITTER,0,0,0,0,0,0,,
7/21/2022,2022,toolik,MAT06,GH,3,CAR BIG,0,0,0,0,0,0,,
