Treatment Start Year,Treatment End Year,Year,Site,Treatment,Block,Plot,Species Code,Relative Cover,Plant name or category,Accepted Latin Name or category
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,5,Cas tet,1.6,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,5,Emp nig,0.8,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,5,Eri vag,1.6,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,5,Led pal,9.8,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,5,Rub cha,39,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,5,Vac uli,1.6,#REF!,Vaccinium uliginosum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,5,Vac vit,30.9,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,6,moss,2.2,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,6,litter,8.9,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,6,Bet nan,1.1,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,6,Cas tet,1.1,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,6,Emp nig,2.2,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,6,Eri vag,8.9,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,6,Led pal,7.8,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,6,Rub cha,56.7,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,6,Vac vit,11.1,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,7,moss,8,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,7,litter,6.7,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,7,Bet nan,10.7,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,7,Cas tet,6.7,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,7,Emp nig,0.7,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,7,Eri vag,2.7,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,7,Led pal,18.7,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,7,Rub cha,29.3,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,7,Vac vit,16,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,7,vole litter,0.7,#REF!,vole litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,8,moss,38.3,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,8,litter,9.6,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,8,Cas tet,6,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,8,Eri vag,10.8,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,8,Led pal,6,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,8,Rub cha,10.8,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,8,Vac uli,0.6,#REF!,Vaccinium uliginosum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,8,Vac vit,10.8,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,1,8,vole litter,7.2,#REF!,vole litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,1,moss,18.4,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,1,litter,17.2,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,1,Bet nan,7.4,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,1,Car big,1.2,#REF!,Carex Bigelowii
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,1,Cas tet,1.2,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,1,Emp nig,7.4,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,1,Eri vag,19.6,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,1,Led pal,14.7,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,1,Rub cha,7.4,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,1,Vac vit,4.9,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,1,St. D. Bet.,0.6,#REF!,Standing Dead Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,2,moss,8.3,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,2,lichen,1.4,#REF!,Mixed Lichens
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,2,litter,9.7,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,2,Bet nan,15.3,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,2,Car big,2.8,#REF!,Carex Bigelowii
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,2,Cas tet,2.8,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,2,Emp nig,5.6,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,2,Eri vag,9.7,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,2,Led pal,6.9,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,2,Rub cha,12.5,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,2,Sal pul,12.5,#REF!,Salix pulchra
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,2,Vac vit,11.1,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,2,St. D. Sal pul,1.4,#REF!,Standing Dead Salix pulchra
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,3,moss,4.4,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,3,litter,10.7,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,3,bare,5.3,#REF!,Bare soil
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,3,Bet nan,4.4,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,3,Car big,1.8,#REF!,Carex Bigelowii
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,3,Cas tet,8,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,3,Emp nig,2.7,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,3,Eri vag,14.2,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,3,Led pal,5.3,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,3,Pol bis,0.4,#REF!,Persicaria bistorta
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,3,Rub cha,21.3,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,3,Sal pul,12.4,#REF!,Salix pulchra
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,3,Vac vit,8.9,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,4,moss,7.1,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,4,litter,14.1,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,4,Bet nan,14.1,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,4,Car big,2.4,#REF!,Carex Bigelowii
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,4,Cas tet,2.4,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,4,Emp nig,2.4,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,4,Eri vag,21.2,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,4,Led pal,16.5,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,4,Rub cha,7.1,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,4,Sal pul,1.2,#REF!,Salix pulchra
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,4,Vac vit,9.4,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,4,St. D. Bet.,1.2,#REF!,Standing Dead Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,4,vole litter,1.2,#REF!,vole litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,5,moss,7.7,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,5,litter,20.6,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,5,Bet nan,18.1,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,5,Car big,0.6,#REF!,Carex Bigelowii
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,5,Cas tet,0.6,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,5,Emp nig,1.3,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,5,Eri vag,20.6,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,5,Led pal,9,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,5,Rub cha,12.9,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,5,Sal pul,0.6,#REF!,Salix pulchra
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,5,Vac vit,7.7,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,6,moss,10,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,6,litter,12,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,6,Bet nan,10,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,6,Car big,8,#REF!,Carex Bigelowii
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,6,Cas tet,4,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,6,Eri vag,10,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,6,Led pal,7,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,6,Rub cha,14,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,6,Sal pul,7,#REF!,Salix pulchra
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,6,Vac vit,18,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,7,moss,8,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,7,litter,9.3,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,7,Bet nan,16,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,7,Car big,2.7,#REF!,Carex Bigelowii
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,7,Cas tet,10.7,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,7,Emp nig,5.3,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,7,Eri vag,17.3,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,7,Led pal,8,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,7,Rub cha,6.7,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,7,Sal pul,4,#REF!,Salix pulchra
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,7,Vac vit,12,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,8,litter,18,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,8,Bet nan,16.9,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,8,Car big,3.4,#REF!,Carex Bigelowii
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,8,Cas tet,2.2,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,8,Emp nig,3.4,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,8,Eri vag,20.2,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,8,Led pal,4.5,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,8,Rub cha,13.5,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,2,8,Vac vit,18,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,1,litter,6.2,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,1,Bet nan,1,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,1,Car big,0.5,#REF!,Carex Bigelowii
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,1,Cas tet,4.1,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,1,Emp nig,9.3,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,1,Eri vag,4.1,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,1,Led pal,2.1,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,1,Pol bis,1,#REF!,Persicaria bistorta
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,1,Rub cha,39.4,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,1,Sal pul,3.1,#REF!,Salix pulchra
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,1,Vac uli,4.1,#REF!,Vaccinium uliginosum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,1,Vac vit,16.6,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,1,vole litter,8.3,#REF!,vole litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,2,moss,4.7,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,2,Bet nan,1.2,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,2,Emp nig,7.1,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,2,Eri vag,11.8,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,2,Led pal,9.4,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,2,Pol bis,1.2,#REF!,Persicaria bistorta
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,2,Rub cha,18.8,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,2,Vac uli,2.4,#REF!,Vaccinium uliginosum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,2,Vac vit,14.1,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,2,Tofieldia,1.2,#REF!,Tofieldia coccinea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,2,vole litter,28.2,#REF!,vole litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,3,moss,2.5,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,3,litter,15.3,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,3,Bet nan,2.5,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,3,Cas tet,3.8,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,3,Emp nig,5.1,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,3,Eri vag,3.8,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,3,Led pal,1.3,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,3,Pol bis,2.5,#REF!,Persicaria bistorta
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,3,Rub cha,20.4,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,3,Vac vit,21.7,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,3,Car mic,0.6,#REF!,Carex microchaeta
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,3,vole litter,20.4,#REF!,vole litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,4,moss,1.1,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,4,litter,45.5,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,4,Bet nan,0.6,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,4,Cas tet,2.3,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,4,Emp nig,1.1,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,4,Eri vag,0.6,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,4,Rub cha,20.5,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,4,Vac uli,0.6,#REF!,Vaccinium uliginosum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,4,Vac vit,9.1,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,4,Car mic,0.6,#REF!,Carex microchaeta
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,4,vole litter,18.2,#REF!,vole litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,5,litter,12.2,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,5,Bet nan,2.4,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,5,Cas tet,2.4,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,5,Emp nig,3.7,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,5,Eri vag,0.6,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,5,Led pal,8.5,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,5,Ped lap,0.6,#REF!,Pedicularis lapponica
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,5,Rub cha,39,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,5,Vac uli,4.9,#REF!,Vaccinium uliginosum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,5,Vac vit,20.7,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,5,vole litter,4.9,#REF!,vole litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,6,moss,0.8,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,6,litter,13.4,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,6,Bet nan,1.7,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,6,Cal lap,0.8,#REF!,Calamagrostis lapponica
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,6,Cas tet,11.8,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,6,Emp nig,0.8,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,6,Eri vag,5,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,6,Led pal,6.7,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,6,Rub cha,33.6,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,6,Sal pul,1.7,#REF!,Salix pulchra
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,6,Vac uli,1.7,#REF!,Vaccinium uliginosum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,6,Vac vit,16.8,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,6,vole litter,5,#REF!,vole litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,7,lichen,0.8,#REF!,Mixed Lichens
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,7,litter,12.8,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,7,frost boil,1.6,#REF!,Soil Frost boil
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,7,bare,6.4,#REF!,Bare soil
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,7,Bet nan,6.4,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,7,Cas tet,0.8,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,7,Emp nig,8,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,7,Eri vag,1.6,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,7,Led pal,17.6,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,7,Rub cha,19.2,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,7,Vac vit,8,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,7,Car mic,0.8,#REF!,Carex microchaeta
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,7,vole litter,16,#REF!,vole litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,8,litter,3.4,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,8,Bet nan,1.7,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,8,Cas tet,1.7,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,8,Emp nig,6.9,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,8,Eri vag,3.4,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,8,Led pal,6.9,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,8,Rub cha,51.7,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,8,Vac uli,3.4,#REF!,Vaccinium uliginosum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,8,Vac vit,19,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,3,8,vole litter,1.7,#REF!,vole litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,4,1,moss,4.9,#REF!,Mixed moss
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,4,1,lichen,8.1,#REF!,Mixed Lichens
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,4,1,litter,9.8,#REF!,Mixed dead litter
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,4,1,bare,3.3,#REF!,Bare soil
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,4,1,Bet nan,6.5,#REF!,Betula nana
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,4,1,Cas tet,3.3,#REF!,Cassiope tetragona
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,4,1,Emp nig,4.9,#REF!,Empetrum nigrum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,4,1,Eri vag,16.3,#REF!,Eriophorum vaginatum
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,4,1,Led pal,6.5,#REF!,Ledum palustre
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,4,1,Pol bis,0.8,#REF!,Persicaria bistorta
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,4,1,Rub cha,27.6,#REF!,Rubus chamaemorus
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,4,1,Vac vit,8.1,#REF!,Vaccinium vitis-idaea
1989,,2013,LTER Moist Acidic Tussock 1989,Phosphorus,4,2,moss,4.6,#REF!,Mixed moss
