"","year","plot","func_grp","avg_block","sd","n","se"
"328",2018,"F10","Eriophorum",0.032073720875,0.0146701828153778,2,0.01037338575
"329",2018,"F10","Evergreen shrubs",0.0579113177083333,0.0134334901848738,3,0.00775582917439306
"330",2018,"F10","Forb",0.187848918583333,0.129558034344748,3,0.0748003660046191
"331",2018,"F10","Gramminoid",0.144705461291667,0.0269049061331659,3,0.015533554798505
"332",2018,"F10","Lichen",0.0015180924375,0.000396642621683481,2,0.0002804686875
"333",2018,"F10","Litter",0.107307961791667,0.0819519791671309,3,0.0473149972327656
"334",2018,"F10","Moss",0.0022472561875,0.00137425628399346,2,0.0009717459375
"335",2018,"F10","Standing dead",0.05385046375,0.0218565123750965,3,0.0126188633033083
"336",2018,"F2","Deciduous shrubs",0.246595678375,0.0628369468261582,3,0.0362789281651366
"337",2018,"F2","Eriophorum",0.0398204772083333,0.0277931923845712,3,0.0160464071048712
"338",2018,"F2","Evergreen shrubs",0.407034650333333,0.0465807543829582,3,0.0268934110820568
"339",2018,"F2","Forb",0.1094971905,0.0509520716802541,3,0.0294171923003638
"340",2018,"F2","Gramminoid",0.08368289025,0.0232011856115044,3,0.0133952107583205
"341",2018,"F2","Lichen",0.0172937617916667,0.0101513569892864,3,0.00586088869040447
"342",2018,"F2","Litter",0.0661512453333333,0.0332812013502579,3,0.0192149105585256
"343",2018,"F2","Moss",0.0285574620416667,0.01365077459025,3,0.00788127838432774
"344",2018,"F2","Standing dead",0.004099932375,NA,1,NA
"345",2018,"F5","Bare ground",0.00110619475,NA,1,NA
"346",2018,"F5","Deciduous shrubs",0.295443430041667,0.0243482445962726,3,0.0140574655719528
"347",2018,"F5","Eriophorum",0.0789257759166667,0.0277748027633235,3,0.0160357898520936
"348",2018,"F5","Evergreen shrubs",0.312839287041667,0.120494388796418,3,0.0695674678074517
"349",2018,"F5","Forb",0.0918562242916667,0.0747809333437089,3,0.0431747919962418
"350",2018,"F5","Gramminoid",0.102358339583333,0.0499827968833108,3,0.0288575812354299
"351",2018,"F5","Lichen",0.00516481545833333,0.00308352213270774,3,0.00178027233337098
"352",2018,"F5","Litter",0.0880189266666667,0.0298588460706003,3,0.0172390128165527
"353",2018,"F5","Moss",0.006584733,0.00418825639747145,2,0.0029615445
"354",2018,"F5","Standing dead",0.0309519713125,0.0372226557753181,2,0.0263203923125
"355",2019,"CT","Bare ground",0.00846600170833333,0.00614857262735409,3,0.00354988006153485
"356",2019,"CT","Deciduous shrubs",0.202575843041667,0.0333989142078814,3,0.0192828721085615
"357",2019,"CT","Eriophorum",0.137856464791667,0.0458300367914096,3,0.0264599840784908
"358",2019,"CT","Evergreen shrubs",0.230915747333333,0.0050541840645115,3,0.00291803453017963
"359",2019,"CT","Forb",0.0391184305,0.0253745587116383,3,0.0146500083027323
"360",2019,"CT","Gramminoid",0.104003036916667,0.0564735957325521,3,0.0326050456982951
"361",2019,"CT","Lichen",0.0350373361666667,0.0115881768353083,3,0.00669043701528224
"362",2019,"CT","Litter",0.1145914745,0.0164878711126235,3,0.00951927682523705
"363",2019,"CT","Moss",0.117219606833333,0.0204159859262277,3,0.0117871749702792
"364",2019,"CT","Standing dead",0.00373765779166667,0.00279881370654378,3,0.00161589584688467
"365",2019,"F10","Deciduous shrubs",0.503310410416667,0.0592070035404696,3,0.0341831794320013
"366",2019,"F10","Eriophorum",0.035541398375,0.0288062392261455,3,0.0166312899715559
"367",2019,"F10","Evergreen shrubs",0.031608693375,0.00385441872156679,3,0.00222534968646612
"368",2019,"F10","Forb",0.153773565458333,0.060605150762054,3,0.0349904001067497
"369",2019,"F10","Gramminoid",0.0866690750416667,0.0330157436309558,3,0.019061648472828
"370",2019,"F10","Litter",0.1262687135,0.0757488509401451,3,0.0437336194810976
"371",2019,"F10","Moss",0.005941255,NA,1,NA
"372",2019,"F10","Standing dead",0.05967043475,0.0503134123445597,3,0.0290484621609802
"373",2019,"F2","Bare ground",0.002293578,NA,1,NA
"374",2019,"F2","Deciduous shrubs",0.185106192083333,0.0693656667285224,3,0.0400482863582303
"375",2019,"F2","Eriophorum",0.069478503,0.0305888122553549,3,0.0176604589898201
"376",2019,"F2","Evergreen shrubs",0.3258266725,0.0747792015489966,3,0.0431737921440985
"377",2019,"F2","Forb",0.117530945708333,0.068587889430796,3,0.0395992364260184
"378",2019,"F2","Gramminoid",0.12685563025,0.0775624503045898,3,0.0447807015623619
"379",2019,"F2","Lichen",0.016479524375,0.0149343227485345,3,0.00862233525903115
"380",2019,"F2","Litter",0.0851362891666667,0.0298310765205062,3,0.0172229800593306
"381",2019,"F2","Moss",0.034873018125,0.0243740282794235,3,0.0140723517883607
"382",2019,"F2","Standing dead",0.010603856375,0.0103913500483224,3,0.00599944874764256
"383",2019,"F5","Bare ground",0.0050509525625,0.00284215728228153,2,0.0020097086875
"384",2019,"F5","Deciduous shrubs",0.27685244825,0.06105175560657,3,0.0352482475339524
"385",2019,"F5","Eriophorum",0.0773322893333333,0.0386959865532757,3,0.0223411382530919
"386",2019,"F5","Evergreen shrubs",0.238110932958333,0.122434756019003,3,0.0706877393457375
"387",2019,"F5","Forb",0.100407318125,0.0953991350447431,3,0.0550787162985399
"388",2019,"F5","Gramminoid",0.127537518708333,0.0508118555410447,3,0.0293362384746465
"389",2019,"F5","Lichen",0.005974571375,0.00478938219107045,2,0.003386604625
"390",2019,"F5","Litter",0.113060506666667,0.0240227904144313,3,0.0138695645124579
"391",2019,"F5","Moss",0.00715601216666667,0.00752040262556158,3,0.00434190648028235
"392",2019,"F5","Standing dead",0.0184960049375,0.0173455594173749,2,0.0122651626875
"393",2020,"CT","Bare ground",0.0103225806,NA,1,NA
"394",2020,"CT","Deciduous shrubs",0.247311602066667,0.0263446086519878,3,0.0152100668969205
"395",2020,"CT","Eriophorum",0.136723778066667,0.0584051454743141,3,0.0337202264616545
"396",2020,"CT","Evergreen shrubs",0.231486606133333,0.0294387859113984,3,0.0169964909705617
"397",2020,"CT","Forb",0.0519577256666667,0.0335315663134803,3,0.0193594588374376
"398",2020,"CT","Gramminoid",0.0809432245333333,0.0413794165038456,3,0.0238904172574049
"399",2020,"CT","Lichen",0.0760497018666667,0.0529694112250513,3,0.0305819038295994
"400",2020,"CT","Litter",0.0510906678,0.0482158139135709,3,0.027837413142197
"401",2020,"CT","Moss",0.1209958332,0.0464935968469312,3,0.0268430906551697
"402",2020,"F10","Deciduous shrubs",0.4696479836,0.0763623236726063,3,0.0440878081283246
"403",2020,"F10","Eriophorum",0.0695386363333333,0.0406812684538484,3,0.0234873412928048
"404",2020,"F10","Evergreen shrubs",0.0203728952,0.0161258468369414,3,0.00931026201221878
"405",2020,"F10","Forb",0.191279576466667,0.110319205699512,3,0.0636928231073989
"406",2020,"F10","Gramminoid",0.131424756733333,0.0121331066677641,3,0.00700505240074006
"407",2020,"F10","Litter",0.0953355542,0.0462070956350021,3,0.0266776791033392
"408",2020,"F10","Moss",0.0019369637,0.000841007208277801,2,0.0005946819
"409",2020,"F10","Standing dead",0.0266648439333333,0.0292774360125928,3,0.0169033355630525
"410",2020,"F2","Deciduous shrubs",0.229518816466667,0.0957138769302668,3,0.0552604326108723
"411",2020,"F2","Eriophorum",0.0828121264,0.0375317812740105,3,0.0216689840217161
"412",2020,"F2","Evergreen shrubs",0.3487760414,0.0585992643290213,3,0.0338323010346745
"413",2020,"F2","Forb",0.1262158936,0.0860003879076405,3,0.0496523471088885
"414",2020,"F2","Gramminoid",0.113353396866667,0.0651747098741009,3,0.0376286362901679
"415",2020,"F2","Lichen",0.0396889181333333,0.0214705912913268,3,0.0123960516617079
"416",2020,"F2","Litter",0.0335774055333333,0.0228294978494669,3,0.0131806167288537
"417",2020,"F2","Moss",0.0260574014,0.0276736626616006,3,0.015977396587138
"418",2020,"F5","Bare ground",0.0051282052,NA,1,NA
"419",2020,"F5","Deciduous shrubs",0.267476757066667,0.0785250153010085,3,0.0453364387221567
"420",2020,"F5","Eriophorum",0.113008426266667,0.0554273708098214,3,0.0320010074575236
"421",2020,"F5","Evergreen shrubs",0.292043054133333,0.119917991261562,3,0.0692346845355421
"422",2020,"F5","Forb",0.1285971182,0.105718245851512,3,0.0610364577006253
"423",2020,"F5","Gramminoid",0.1174821142,0.0311604343584284,3,0.0179904851649043
"424",2020,"F5","Lichen",0.0071687072,0.0075899504046534,2,0.0053669054
"425",2020,"F5","Litter",0.0620056412666667,0.0288489297228007,3,0.0166559373412916
"426",2020,"F5","Moss",0.009978641,0.00571081304530458,3,0.00329713944899823
"427",2020,"F5","Standing dead",0.008759124,NA,1,NA
"428",2021,"CT","Bare ground",0.0250173765416667,0.0372234261708935,3,0.0214909551199255
"429",2021,"CT","Deciduous shrubs",0.230051873125,0.0302039875955193,3,0.0174382803688732
"430",2021,"CT","Eriophorum",0.148747811208333,0.0621702180879188,3,0.0358939921486377
"431",2021,"CT","Evergreen shrubs",0.247130854458333,0.0482412047299701,3,0.0278520725368801
"432",2021,"CT","Forb",0.0419998717083333,0.0428349309784691,3,0.0247307589311382
"433",2021,"CT","Gramminoid",0.0652254684583333,0.0230645886579888,3,0.0133163464704378
"434",2021,"CT","Lichen",0.0199452962916667,0.0186057956512845,3,0.0107420611277563
"435",2021,"CT","Litter",0.123157422041667,0.0497431317999489,3,0.0287192105350355
"436",2021,"CT","Moss",0.0782054667083333,0.0277316894854905,3,0.0160108983895311
"437",2021,"CT","Standing dead",0.0205185595,0.00860158379818426,3,0.00496612672133881
"438",2021,"F10","Bare ground",0.00373438091666667,0.00379830137465157,3,0.00219295032111841
"439",2021,"F10","Deciduous shrubs",0.592952272041667,0.0298738054940848,3,0.0172476496437284
"440",2021,"F10","Eriophorum",0.0282597254583333,0.0265716396279116,3,0.0153411432919845
"441",2021,"F10","Evergreen shrubs",0.0203117770416667,0.00324010493453195,3,0.00187067545615466
"442",2021,"F10","Forb",0.139852040625,0.0861363312159116,3,0.0497308340145134
"443",2021,"F10","Gramminoid",0.0796390622916667,0.0160915484565684,3,0.00929045983307765
"444",2021,"F10","Lichen",0.0014453475,0.00204034975141389,3,0.00117799647821979
"445",2021,"F10","Litter",0.071274471375,0.0443435221171626,3,0.0256017444311599
"446",2021,"F10","Moss",0.00383737475,0.0027309828028354,3,0.00157673365636926
"447",2021,"F10","Standing dead",0.0586935479583333,0.0478017494457664,3,0.0275983529102483
"448",2021,"F2","Bare ground",0.00100064483333333,0.00148426155225263,3,0.000856938806740866
"449",2021,"F2","Deciduous shrubs",0.228734283166667,0.124137162946463,3,0.0716706244435766
"450",2021,"F2","Eriophorum",0.0796941795833333,0.0575323180229144,3,0.0332162992976328
"451",2021,"F2","Evergreen shrubs",0.342593113041667,0.0433733601506409,3,0.0250416211586311
"452",2021,"F2","Forb",0.121248021791667,0.0704738306158172,3,0.0406880850768661
"453",2021,"F2","Gramminoid",0.0769589552083333,0.0260845182601469,3,0.0150599036391775
"454",2021,"F2","Lichen",0.008669718,0.00749437389947039,3,0.00432687878826694
"455",2021,"F2","Litter",0.112422757416667,0.0420826286624667,3,0.0242964169864822
"456",2021,"F2","Moss",0.0187359045416667,0.0154846503081667,3,0.00894006702372729
"457",2021,"F2","Standing dead",0.0099424225,0.00282532578283204,3,0.00163120260126647
"458",2021,"F5","Bare ground",0.00138228683333333,0.00215119383158124,3,0.00124199233774249
"459",2021,"F5","Deciduous shrubs",0.317534228583333,0.0560560395472012,3,0.0323639695222809
"460",2021,"F5","Eriophorum",0.04935968875,0.0413923283611034,3,0.0238978719216684
"461",2021,"F5","Evergreen shrubs",0.272136265666667,0.1222918700456,3,0.0706052440905302
"462",2021,"F5","Forb",0.099964947625,0.0872721262116951,3,0.0503865855610732
"463",2021,"F5","Gramminoid",0.110036108083333,0.0527938195566054,3,0.0304805259325547
"464",2021,"F5","Lichen",0.00182323566666667,0.00267288352976353,3,0.00154319002542149
"465",2021,"F5","Litter",0.106176941083333,0.0214345800676539,3,0.0123752605720266
"466",2021,"F5","Moss",0.00373249570833333,0.00434631414621439,3,0.00250934564229956
"467",2021,"F5","Standing dead",0.0378538020833333,0.0224003656245416,3,0.0129328571232751
