"","year","site","treatment","treatment_code","block","quad_num","species","relcov","latin_name_or_catagory"
"1572",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Bet nan",6.37450199203187,"Betula nana"
"1573",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Bet nan",9.03225806451613,"Betula nana"
"1574",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Bet nan",11.1111111111111,"Betula nana"
"1575",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Bet nan",8.65384615384615,"Betula nana"
"1576",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Bet nan",11.9047619047619,"Betula nana"
"1577",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Car big",0,"Carex Bigelowii"
"1578",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Car big",0,"Carex Bigelowii"
"1579",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Car big",3.06122448979592,"Carex Bigelowii"
"1580",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Car big",1.59362549800797,"Carex Bigelowii"
"1581",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Car big",1.29032258064516,"Carex Bigelowii"
"1582",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Car big",0,"Carex Bigelowii"
"1583",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Car big",0,"Carex Bigelowii"
"1584",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Car big",0,"Carex Bigelowii"
"1585",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Cas tet",11.5789473684211,"Cassiope tetragona"
"1586",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Cas tet",4.71698113207547,"Cassiope tetragona"
"1587",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Cas tet",6.12244897959184,"Cassiope tetragona"
"1588",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Cas tet",2.39043824701195,"Cassiope tetragona"
"1589",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Cas tet",3.87096774193548,"Cassiope tetragona"
"1590",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Cas tet",10,"Cassiope tetragona"
"1591",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Cas tet",0.480769230769231,"Cassiope tetragona"
"1592",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Cas tet",2.38095238095238,"Cassiope tetragona"
"1593",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Emp nig",2.10526315789474,"Empetrum nigrum"
"1594",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Emp nig",1.88679245283019,"Empetrum nigrum"
"1595",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Emp nig",6.12244897959184,"Empetrum nigrum"
"1596",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Emp nig",4.7808764940239,"Empetrum nigrum"
"1597",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Emp nig",10.3225806451613,"Empetrum nigrum"
"1598",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Emp nig",2.22222222222222,"Empetrum nigrum"
"1599",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Emp nig",0.480769230769231,"Empetrum nigrum"
"1600",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Emp nig",1.19047619047619,"Empetrum nigrum"
"1601",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Eri vag",10.5263157894737,"Eriophorum vaginatum"
"1602",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Eri vag",18.8679245283019,"Eriophorum vaginatum"
"1603",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Eri vag",10.2040816326531,"Eriophorum vaginatum"
"1604",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Eri vag",11.1553784860558,"Eriophorum vaginatum"
"1605",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Eri vag",7.74193548387097,"Eriophorum vaginatum"
"1606",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Eri vag",36.6666666666667,"Eriophorum vaginatum"
"1607",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Eri vag",25.9615384615385,"Eriophorum vaginatum"
"1608",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Eri vag",11.9047619047619,"Eriophorum vaginatum"
"1609",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Fr boil",0,"Soil Frost boil"
"1610",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Fr boil",0,"Soil Frost boil"
"1611",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Fr boil",0,"Soil Frost boil"
"1612",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Fr boil",0,"Soil Frost boil"
"1613",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Fr boil",0,"Soil Frost boil"
"1614",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Fr boil",0,"Soil Frost boil"
"1615",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Fr boil",0,"Soil Frost boil"
"1616",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Fr boil",0,"Soil Frost boil"
"1617",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Led pal",9.47368421052632,"Ledum palustre"
"1618",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Led pal",2.83018867924528,"Ledum palustre"
"1619",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Led pal",8.16326530612245,"Ledum palustre"
"1620",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Led pal",18.3266932270916,"Ledum palustre"
"1621",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Led pal",3.87096774193548,"Ledum palustre"
"1622",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Led pal",6.66666666666667,"Ledum palustre"
"1623",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Led pal",14.4230769230769,"Ledum palustre"
"1624",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Led pal",14.2857142857143,"Ledum palustre"
"1625",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"lichen",3.15789473684211,"Mixed Lichens"
"1626",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"lichen",7.54716981132075,"Mixed Lichens"
"1627",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"lichen",1.02040816326531,"Mixed Lichens"
"1628",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"lichen",2.39043824701195,"Mixed Lichens"
"1629",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"lichen",2.58064516129032,"Mixed Lichens"
"1630",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"lichen",3.33333333333333,"Mixed Lichens"
"1631",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"lichen",5.76923076923077,"Mixed Lichens"
"1632",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"lichen",1.19047619047619,"Mixed Lichens"
"1633",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"litter",5.26315789473684,"Mixed dead litter"
"1634",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"litter",11.3207547169811,"Mixed dead litter"
"1635",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"litter",7.14285714285714,"Mixed dead litter"
"1636",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"litter",6.37450199203187,"Mixed dead litter"
"1637",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"litter",6.45161290322581,"Mixed dead litter"
"1638",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"litter",11.1111111111111,"Mixed dead litter"
"1639",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"litter",8.65384615384615,"Mixed dead litter"
"1640",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"litter",7.14285714285714,"Mixed dead litter"
"1641",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"moss",40,"Mixed moss"
"1642",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"moss",25.4716981132075,"Mixed moss"
"1643",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"moss",16.3265306122449,"Mixed moss"
"1644",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"moss",17.5298804780877,"Mixed moss"
"1645",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"moss",18.0645161290323,"Mixed moss"
"1646",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"moss",7.77777777777778,"Mixed moss"
"1647",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"moss",25.9615384615385,"Mixed moss"
"1648",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"moss",21.4285714285714,"Mixed moss"
"1649",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Ped lap",0,"Pedicularis lapponica"
"1650",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Ped lap",0,"Pedicularis lapponica"
"1651",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Ped lap",0,"Pedicularis lapponica"
"1652",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Ped lap",0.398406374501992,"Pedicularis lapponica"
"1653",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Ped lap",1.29032258064516,"Pedicularis lapponica"
"1654",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Ped lap",0.555555555555556,"Pedicularis lapponica"
"1655",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Ped lap",0.480769230769231,"Pedicularis lapponica"
"1656",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Ped lap",0.595238095238095,"Pedicularis lapponica"
"1657",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Pol bis",0,"Persicaria bistorta"
"1658",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Pol bis",0,"Persicaria bistorta"
"1659",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Pol bis",0.510204081632653,"Persicaria bistorta"
"1660",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Pol bis",0.398406374501992,"Persicaria bistorta"
"1661",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Pol bis",0,"Persicaria bistorta"
"1662",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Pol bis",0,"Persicaria bistorta"
"1663",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Pol bis",0,"Persicaria bistorta"
"1664",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Pol bis",1.19047619047619,"Persicaria bistorta"
"1665",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Rub cha",6.31578947368421,"Rubus chamaemorus"
"1666",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Rub cha",1.88679245283019,"Rubus chamaemorus"
"1667",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Rub cha",6.12244897959184,"Rubus chamaemorus"
"1668",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Rub cha",7.17131474103586,"Rubus chamaemorus"
"1669",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Rub cha",9.03225806451613,"Rubus chamaemorus"
"1670",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Rub cha",3.33333333333333,"Rubus chamaemorus"
"1671",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Rub cha",1.92307692307692,"Rubus chamaemorus"
"1672",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Rub cha",10.7142857142857,"Rubus chamaemorus"
"1673",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Sal pul",0,"Salix pulchra"
"1674",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Sal pul",0,"Salix pulchra"
"1675",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Sal pul",5.10204081632653,"Salix pulchra"
"1676",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Sal pul",5.57768924302789,"Salix pulchra"
"1677",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Sal pul",3.87096774193548,"Salix pulchra"
"1678",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Sal pul",0,"Salix pulchra"
"1679",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Sal pul",0.961538461538462,"Salix pulchra"
"1680",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Sal pul",0.595238095238095,"Salix pulchra"
"1681",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"St D",1.05263157894737,"Mixed Standing Dead"
"1682",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"St D",0.943396226415094,"Mixed Standing Dead"
"1683",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"St D",0,"Mixed Standing Dead"
"1684",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"St D",0,"Mixed Standing Dead"
"1685",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"St D",0,"Mixed Standing Dead"
"1686",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"St D",0,"Mixed Standing Dead"
"1687",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"St D",0,"Mixed Standing Dead"
"1688",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"St D",0,"Mixed Standing Dead"
"1689",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"St D Bet",0.526315789473684,"Standing Dead Betula nana"
"1690",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"St D Bet",1.88679245283019,"Standing Dead Betula nana"
"1691",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"St D Bet",0.510204081632653,"Standing Dead Betula nana"
"1692",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"St D Bet",0.398406374501992,"Standing Dead Betula nana"
"1693",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"St D Bet",0.645161290322581,"Standing Dead Betula nana"
"1694",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"St D Bet",0.555555555555556,"Standing Dead Betula nana"
"1695",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"St D Bet",0,"Standing Dead Betula nana"
"1696",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"St D Bet",0.595238095238095,"Standing Dead Betula nana"
"1697",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Vac uli",0,"Vaccinium uliginosum"
"1698",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Vac uli",0,"Vaccinium uliginosum"
"1699",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Vac uli",0,"Vaccinium uliginosum"
"1700",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Vac uli",3.18725099601594,"Vaccinium uliginosum"
"1701",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Vac uli",0,"Vaccinium uliginosum"
"1702",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Vac uli",0,"Vaccinium uliginosum"
"1703",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Vac uli",0,"Vaccinium uliginosum"
"1704",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Vac uli",3.57142857142857,"Vaccinium uliginosum"
"1705",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Vac vit",5.26315789473684,"Vaccinium vitis-idaea"
"1706",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Vac vit",13.2075471698113,"Vaccinium vitis-idaea"
"1707",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Vac vit",15.3061224489796,"Vaccinium vitis-idaea"
"1708",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Vac vit",11.9521912350598,"Vaccinium vitis-idaea"
"1709",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Vac vit",16.7741935483871,"Vaccinium vitis-idaea"
"1710",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Vac vit",6.66666666666667,"Vaccinium vitis-idaea"
"1711",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Vac vit",5.76923076923077,"Vaccinium vitis-idaea"
"1712",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Vac vit",10.7142857142857,"Vaccinium vitis-idaea"
"1713",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Win kill",0.526315789473684,"Winter kill"
"1714",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Win kill",0,"Winter kill"
"1715",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Win kill",0,"Winter kill"
"1716",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Win kill",0,"Winter kill"
"1717",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Win kill",0,"Winter kill"
"1718",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Win kill",0,"Winter kill"
"1719",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Win kill",0.480769230769231,"Winter kill"
"1720",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Win kill",0.595238095238095,"Winter kill"
"1721",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"And pol",0,"Andromeda polifolia"
"1722",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"And pol",0.446428571428571,"Andromeda polifolia"
"1723",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"And pol",0,"Andromeda polifolia"
"1724",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"And pol",0,"Andromeda polifolia"
"1725",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"And pol",0,"Andromeda polifolia"
"1726",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"And pol",0,"Andromeda polifolia"
"1727",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"And pol",0,"Andromeda polifolia"
"1728",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"And pol",0,"Andromeda polifolia"
"1729",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"bare",0,"Bare soil"
"1730",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"bare",0,"Bare soil"
"1731",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"bare",0,"Bare soil"
"1732",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"bare",0,"Bare soil"
"1733",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"bare",0,"Bare soil"
"1734",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"bare",0,"Bare soil"
"1735",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"bare",0,"Bare soil"
"1736",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"bare",0,"Bare soil"
"1737",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Bet nan",13.7931034482759,"Betula nana"
"1738",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Bet nan",7.14285714285714,"Betula nana"
"1739",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Bet nan",5.49450549450549,"Betula nana"
"1740",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Bet nan",8.18713450292398,"Betula nana"
"1741",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Bet nan",24.8803827751196,"Betula nana"
"1742",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Bet nan",24.8175182481752,"Betula nana"
"1743",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Bet nan",20.4545454545455,"Betula nana"
"1744",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Bet nan",9.27152317880795,"Betula nana"
"1745",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Car big",1.14942528735632,"Carex Bigelowii"
"1746",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Car big",0,"Carex Bigelowii"
"1747",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Car big",3.2967032967033,"Carex Bigelowii"
"1748",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Car big",1.16959064327485,"Carex Bigelowii"
"1749",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Car big",0.478468899521531,"Carex Bigelowii"
"1750",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Car big",1.45985401459854,"Carex Bigelowii"
"1751",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Car big",6.81818181818182,"Carex Bigelowii"
"1752",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Car big",3.97350993377483,"Carex Bigelowii"
"1753",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Cas tet",26.4367816091954,"Cassiope tetragona"
"1754",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Cas tet",6.25,"Cassiope tetragona"
"1755",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Cas tet",9.89010989010989,"Cassiope tetragona"
"1756",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Cas tet",4.67836257309941,"Cassiope tetragona"
"1757",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Cas tet",0.478468899521531,"Cassiope tetragona"
"1758",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Cas tet",0.72992700729927,"Cassiope tetragona"
"1759",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Cas tet",3.40909090909091,"Cassiope tetragona"
"1760",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Cas tet",0.662251655629139,"Cassiope tetragona"
"1761",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Emp nig",0,"Empetrum nigrum"
"1762",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Emp nig",2.67857142857143,"Empetrum nigrum"
"1763",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Emp nig",2.1978021978022,"Empetrum nigrum"
"1764",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Emp nig",1.16959064327485,"Empetrum nigrum"
"1765",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Emp nig",0,"Empetrum nigrum"
"1766",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Emp nig",0.72992700729927,"Empetrum nigrum"
"1767",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Emp nig",0.568181818181818,"Empetrum nigrum"
"1768",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Emp nig",0.662251655629139,"Empetrum nigrum"
"1769",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Eri vag",3.44827586206897,"Eriophorum vaginatum"
"1770",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Eri vag",16.9642857142857,"Eriophorum vaginatum"
"1771",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Eri vag",3.2967032967033,"Eriophorum vaginatum"
"1772",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Eri vag",15.2046783625731,"Eriophorum vaginatum"
"1773",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Eri vag",14.3540669856459,"Eriophorum vaginatum"
"1774",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Eri vag",24.8175182481752,"Eriophorum vaginatum"
"1775",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Eri vag",13.6363636363636,"Eriophorum vaginatum"
"1776",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Eri vag",23.841059602649,"Eriophorum vaginatum"
"1777",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Fr boil",0,"Soil Frost boil"
"1778",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Fr boil",0,"Soil Frost boil"
"1779",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Fr boil",0,"Soil Frost boil"
"1780",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Fr boil",0,"Soil Frost boil"
"1781",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Fr boil",0,"Soil Frost boil"
"1782",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Fr boil",0,"Soil Frost boil"
"1783",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Fr boil",0,"Soil Frost boil"
"1784",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Fr boil",0,"Soil Frost boil"
"1785",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Led pal",9.19540229885057,"Ledum palustre"
"1786",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Led pal",3.57142857142857,"Ledum palustre"
"1787",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Led pal",5.49450549450549,"Ledum palustre"
"1788",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Led pal",11.6959064327485,"Ledum palustre"
"1789",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Led pal",5.74162679425837,"Ledum palustre"
"1790",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Led pal",10.2189781021898,"Ledum palustre"
"1791",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Led pal",5.68181818181818,"Ledum palustre"
"1792",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Led pal",11.9205298013245,"Ledum palustre"
"1793",2019,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"lichen",0.574712643678161,"Mixed Lichens"
