"","year","region","site","treatment","quad","species","cover","func.group"
"1422",2018,"TL","ST","PR",2,"std",0.007843137,"Standing dead"
"1423",2018,"TL","ST","PR",2,"Vac uli",0.078431373,"Deciduous shrubs"
"1424",2018,"TL","ST","PR",2,"Vac vit",0.078431373,"Evergreen shrubs"
"1425",2018,"TL","ST","PR",3,"And pol",0.016326531,"Evergreen shrubs"
"1426",2018,"TL","ST","PR",3,"bare",0.008163265,"Bare ground"
"1427",2018,"TL","ST","PR",3,"Bet nan",0.032653061,"Deciduous shrubs"
"1428",2018,"TL","ST","PR",3,"Car big",0.008163265,"Grass"
"1429",2018,"TL","ST","PR",3,"Cas tet",0.048979592,"Evergreen shrubs"
"1430",2018,"TL","ST","PR",3,"Emp nig",0.024489796,"Evergreen shrubs"
"1431",2018,"TL","ST","PR",3,"Eri vag",0.171428571,"Sedge"
"1432",2018,"TL","ST","PR",3,"frost boil",0,"Bare ground"
"1433",2018,"TL","ST","PR",3,"Led pal",0.032653061,"Evergreen shrubs"
"1434",2018,"TL","ST","PR",3,"lichen",0.040816327,"Lichen"
"1435",2018,"TL","ST","PR",3,"litter",0.114285714,"Litter"
"1436",2018,"TL","ST","PR",3,"moss",0.004081633,"Moss"
"1437",2018,"TL","ST","PR",3,"Ped lap",0.004081633,"Forb"
"1438",2018,"TL","ST","PR",3,"Pol bis",0,"Forb"
"1439",2018,"TL","ST","PR",3,"Rub cha",0.065306122,"Forb"
"1440",2018,"TL","ST","PR",3,"Sal pul",0.024489796,"Deciduous shrubs"
"1441",2018,"TL","ST","PR",3,"Sal ret",0.195918367,"Deciduous shrubs"
"1442",2018,"TL","ST","PR",3,"std",0.004081633,"Standing dead"
"1443",2018,"TL","ST","PR",3,"Vac uli",0.040816327,"Deciduous shrubs"
"1444",2018,"TL","ST","PR",3,"Vac vit",0.163265306,"Evergreen shrubs"
"1445",2018,"TL","ST","PR",4,"And pol",0.003875969,"Evergreen shrubs"
"1446",2018,"TL","ST","PR",4,"bare",0.031007752,"Bare ground"
"1447",2018,"TL","ST","PR",4,"Bet nan",0.085271318,"Deciduous shrubs"
"1448",2018,"TL","ST","PR",4,"Car big",0.015503876,"Grass"
"1449",2018,"TL","ST","PR",4,"Cas tet",0.003875969,"Evergreen shrubs"
"1450",2018,"TL","ST","PR",4,"Emp nig",0.015503876,"Evergreen shrubs"
"1451",2018,"TL","ST","PR",4,"Eri vag",0.139534884,"Sedge"
"1452",2018,"TL","ST","PR",4,"frost boil",0,"Bare ground"
"1453",2018,"TL","ST","PR",4,"Led pal",0.031007752,"Evergreen shrubs"
"1454",2018,"TL","ST","PR",4,"lichen",0.015503876,"Lichen"
"1455",2018,"TL","ST","PR",4,"litter",0.054263566,"Litter"
"1456",2018,"TL","ST","PR",4,"moss",0.046511628,"Moss"
"1457",2018,"TL","ST","PR",4,"Ped lap",0.003875969,"Forb"
"1458",2018,"TL","ST","PR",4,"Pol bis",0.003875969,"Forb"
"1459",2018,"TL","ST","PR",4,"Rub cha",0.031007752,"Forb"
"1460",2018,"TL","ST","PR",4,"Sal pul",0.07751938,"Deciduous shrubs"
"1461",2018,"TL","ST","PR",4,"Sal ret",0.15503876,"Deciduous shrubs"
"1462",2018,"TL","ST","PR",4,"std",0.007751938,"Standing dead"
"1463",2018,"TL","ST","PR",4,"Vac uli",0.015503876,"Deciduous shrubs"
"1464",2018,"TL","ST","PR",4,"Vac vit",0.263565891,"Evergreen shrubs"
"1465",2018,"TL","ST","PR",5,"And pol",0.005681818,"Evergreen shrubs"
"1466",2018,"TL","ST","PR",5,"bare",0.125,"Bare ground"
"1467",2018,"TL","ST","PR",5,"Bet nan",0.068181818,"Deciduous shrubs"
"1468",2018,"TL","ST","PR",5,"Car big",0.011363636,"Grass"
"1469",2018,"TL","ST","PR",5,"Cas tet",0.022727273,"Evergreen shrubs"
"1470",2018,"TL","ST","PR",5,"Emp nig",0,"Evergreen shrubs"
"1471",2018,"TL","ST","PR",5,"Eri vag",0.284090909,"Sedge"
"1472",2018,"TL","ST","PR",5,"frost boil",0,"Bare ground"
"1473",2018,"TL","ST","PR",5,"Led pal",0.034090909,"Evergreen shrubs"
"1474",2018,"TL","ST","PR",5,"lichen",0.034090909,"Lichen"
"1475",2018,"TL","ST","PR",5,"litter",0.147727273,"Litter"
"1476",2018,"TL","ST","PR",5,"moss",0.022727273,"Moss"
"1477",2018,"TL","ST","PR",5,"Ped lap",0.005681818,"Forb"
"1478",2018,"TL","ST","PR",5,"Pol bis",0,"Forb"
"1479",2018,"TL","ST","PR",5,"Rub cha",0.034090909,"Forb"
"1480",2018,"TL","ST","PR",5,"Sal pul",0.045454545,"Deciduous shrubs"
"1481",2018,"TL","ST","PR",5,"Sal ret",0.102272727,"Deciduous shrubs"
"1482",2018,"TL","ST","PR",5,"std",0,"Standing dead"
"1483",2018,"TL","ST","PR",5,"Vac uli",0.011363636,"Deciduous shrubs"
"1484",2018,"TL","ST","PR",5,"Vac vit",0.045454545,"Evergreen shrubs"
"1485",2018,"TL","ST","PR",6,"And pol",0.003095975,"Evergreen shrubs"
"1486",2018,"TL","ST","PR",6,"bare",0.043343653,"Bare ground"
"1487",2018,"TL","ST","PR",6,"Bet nan",0.024767802,"Deciduous shrubs"
"1488",2018,"TL","ST","PR",6,"Car big",0.012383901,"Grass"
"1489",2018,"TL","ST","PR",6,"Cas tet",0.018575851,"Evergreen shrubs"
"1490",2018,"TL","ST","PR",6,"Emp nig",0.043343653,"Evergreen shrubs"
"1491",2018,"TL","ST","PR",6,"Eri vag",0.198142415,"Sedge"
"1492",2018,"TL","ST","PR",6,"frost boil",0,"Bare ground"
"1493",2018,"TL","ST","PR",6,"Led pal",0.068111455,"Evergreen shrubs"
"1494",2018,"TL","ST","PR",6,"lichen",0.055727554,"Lichen"
"1495",2018,"TL","ST","PR",6,"litter",0.068111455,"Litter"
"1496",2018,"TL","ST","PR",6,"moss",0.024767802,"Moss"
"1497",2018,"TL","ST","PR",6,"Ped lap",0.012383901,"Forb"
"1498",2018,"TL","ST","PR",6,"Pol bis",0,"Forb"
"1499",2018,"TL","ST","PR",6,"Rub cha",0.030959752,"Forb"
"1500",2018,"TL","ST","PR",6,"Sal pul",0.024767802,"Deciduous shrubs"
"1501",2018,"TL","ST","PR",6,"Sal ret",0.173374613,"Deciduous shrubs"
"1502",2018,"TL","ST","PR",6,"std",0.00619195,"Standing dead"
"1503",2018,"TL","ST","PR",6,"Vac uli",0.055727554,"Deciduous shrubs"
"1504",2018,"TL","ST","PR",6,"Vac vit",0.13622291,"Evergreen shrubs"
"1505",2018,"TL","ST","PR",7,"And pol",0,"Evergreen shrubs"
"1506",2018,"TL","ST","PR",7,"bare",0.072727273,"Bare ground"
"1507",2018,"TL","ST","PR",7,"Bet nan",0.036363636,"Deciduous shrubs"
"1508",2018,"TL","ST","PR",7,"Car big",0.024242424,"Grass"
"1509",2018,"TL","ST","PR",7,"Cas tet",0,"Evergreen shrubs"
"1510",2018,"TL","ST","PR",7,"Emp nig",0.006060606,"Evergreen shrubs"
"1511",2018,"TL","ST","PR",7,"Eri vag",0.254545455,"Sedge"
"1512",2018,"TL","ST","PR",7,"frost boil",0,"Bare ground"
"1513",2018,"TL","ST","PR",7,"Led pal",0.084848485,"Evergreen shrubs"
"1514",2018,"TL","ST","PR",7,"lichen",0.048484848,"Lichen"
"1515",2018,"TL","ST","PR",7,"litter",0.121212121,"Litter"
"1516",2018,"TL","ST","PR",7,"moss",0.036363636,"Moss"
"1517",2018,"TL","ST","PR",7,"Ped lap",0,"Forb"
"1518",2018,"TL","ST","PR",7,"Pol bis",0.036363636,"Forb"
"1519",2018,"TL","ST","PR",7,"Rub cha",0.036363636,"Forb"
"1520",2018,"TL","ST","PR",7,"Sal pul",0.036363636,"Deciduous shrubs"
"1521",2018,"TL","ST","PR",7,"Sal ret",0.096969697,"Deciduous shrubs"
"1522",2018,"TL","ST","PR",7,"std",0,"Standing dead"
"1523",2018,"TL","ST","PR",7,"Vac uli",0.048484848,"Deciduous shrubs"
"1524",2018,"TL","ST","PR",7,"Vac vit",0.060606061,"Evergreen shrubs"
"1525",2018,"TL","ST","PR",8,"And pol",0.003921569,"Evergreen shrubs"
"1526",2018,"TL","ST","PR",8,"bare",0.003921569,"Bare ground"
"1527",2018,"TL","ST","PR",8,"Bet nan",0.039215686,"Deciduous shrubs"
"1528",2018,"TL","ST","PR",8,"Car big",0.031372549,"Grass"
"1529",2018,"TL","ST","PR",8,"Cas tet",0.023529412,"Evergreen shrubs"
"1530",2018,"TL","ST","PR",8,"Emp nig",0.039215686,"Evergreen shrubs"
"1531",2018,"TL","ST","PR",8,"Eri vag",0.31372549,"Sedge"
"1532",2018,"TL","ST","PR",8,"frost boil",0,"Bare ground"
"1533",2018,"TL","ST","PR",8,"Led pal",0.078431373,"Evergreen shrubs"
"1534",2018,"TL","ST","PR",8,"lichen",0.015686275,"Lichen"
"1535",2018,"TL","ST","PR",8,"litter",0.141176471,"Litter"
"1536",2018,"TL","ST","PR",8,"moss",0.062745098,"Moss"
"1537",2018,"TL","ST","PR",8,"Ped lap",0.003921569,"Forb"
"1538",2018,"TL","ST","PR",8,"Pol bis",0.007843137,"Forb"
"1539",2018,"TL","ST","PR",8,"Rub cha",0.031372549,"Forb"
"1540",2018,"TL","ST","PR",8,"Sal pul",0.015686275,"Deciduous shrubs"
"1541",2018,"TL","ST","PR",8,"Sal ret",0.141176471,"Deciduous shrubs"
"1542",2018,"TL","ST","PR",8,"std",0,"Standing dead"
"1543",2018,"TL","ST","PR",8,"Vac uli",0.007843137,"Deciduous shrubs"
"1544",2018,"TL","ST","PR",8,"Vac vit",0.039215686,"Evergreen shrubs"
"1545",2019,"TL","IM","CT",1,"And pol",0,"Evergreen shrubs"
"1546",2019,"TL","IM","CT",1,"bare",0,"Bare ground"
"1547",2019,"TL","IM","CT",1,"Bet nan",0.107142857,"Deciduous shrubs"
"1548",2019,"TL","IM","CT",1,"Car big",0.095238095,"Grass"
"1549",2019,"TL","IM","CT",1,"Cas tet",0.035714286,"Evergreen shrubs"
"1550",2019,"TL","IM","CT",1,"Emp nig",0,"Evergreen shrubs"
"1551",2019,"TL","IM","CT",1,"Eri vag",0.166666667,"Sedge"
"1552",2019,"TL","IM","CT",1,"frost boil",0,"Bare ground"
"1553",2019,"TL","IM","CT",1,"Led pal",0.05952381,"Evergreen shrubs"
"1554",2019,"TL","IM","CT",1,"lichen",0.023809524,"Lichen"
"1555",2019,"TL","IM","CT",1,"litter",0.130952381,"Litter"
"1556",2019,"TL","IM","CT",1,"moss",0.178571429,"Moss"
"1557",2019,"TL","IM","CT",1,"Ped lap",0.011904762,"Forb"
"1558",2019,"TL","IM","CT",1,"Pol bis",0,"Forb"
"1559",2019,"TL","IM","CT",1,"Rub cha",0.083333333,"Forb"
"1560",2019,"TL","IM","CT",1,"Sal pul",0.047619048,"Deciduous shrubs"
"1561",2019,"TL","IM","CT",1,"Sal ret",0,"Deciduous shrubs"
"1562",2019,"TL","IM","CT",1,"std",0,"Standing dead"
"1563",2019,"TL","IM","CT",1,"std",0,"Standing dead"
"1564",2019,"TL","IM","CT",1,"Vac uli",0,"Deciduous shrubs"
"1565",2019,"TL","IM","CT",1,"Vac vit",0.05952381,"Evergreen shrubs"
"1566",2019,"TL","IM","CT",2,"And pol",0,"Evergreen shrubs"
"1567",2019,"TL","IM","CT",2,"bare",0,"Bare ground"
"1568",2019,"TL","IM","CT",2,"Bet nan",0.14379085,"Deciduous shrubs"
"1569",2019,"TL","IM","CT",2,"Car big",0,"Grass"
"1570",2019,"TL","IM","CT",2,"Cas tet",0.052287582,"Evergreen shrubs"
"1571",2019,"TL","IM","CT",2,"Emp nig",0,"Evergreen shrubs"
"1572",2019,"TL","IM","CT",2,"Eri vag",0.169934641,"Sedge"
"1573",2019,"TL","IM","CT",2,"frost boil",0,"Bare ground"
"1574",2019,"TL","IM","CT",2,"Led pal",0.039215686,"Evergreen shrubs"
"1575",2019,"TL","IM","CT",2,"lichen",0,"Lichen"
"1576",2019,"TL","IM","CT",2,"litter",0.130718954,"Litter"
"1577",2019,"TL","IM","CT",2,"moss",0.065359477,"Moss"
"1578",2019,"TL","IM","CT",2,"Ped lap",0,"Forb"
"1579",2019,"TL","IM","CT",2,"Pol bis",0.006535948,"Forb"
"1580",2019,"TL","IM","CT",2,"Rub cha",0.130718954,"Forb"
"1581",2019,"TL","IM","CT",2,"Sal pul",0.065359477,"Deciduous shrubs"
"1582",2019,"TL","IM","CT",2,"Sal ret",0.026143791,"Deciduous shrubs"
"1583",2019,"TL","IM","CT",2,"std",0,"Standing dead"
"1584",2019,"TL","IM","CT",2,"std",0.013071895,"Standing dead"
"1585",2019,"TL","IM","CT",2,"Vac uli",0.052287582,"Deciduous shrubs"
"1586",2019,"TL","IM","CT",2,"Vac vit",0.104575163,"Evergreen shrubs"
"1587",2019,"TL","IM","CT",3,"And pol",0,"Evergreen shrubs"
"1588",2019,"TL","IM","CT",3,"bare",0,"Bare ground"
"1589",2019,"TL","IM","CT",3,"Bet nan",0.116402116,"Deciduous shrubs"
"1590",2019,"TL","IM","CT",3,"Car big",0.095238095,"Grass"
"1591",2019,"TL","IM","CT",3,"Cas tet",0.063492063,"Evergreen shrubs"
"1592",2019,"TL","IM","CT",3,"Emp nig",0,"Evergreen shrubs"
"1593",2019,"TL","IM","CT",3,"Eri vag",0.084656085,"Sedge"
"1594",2019,"TL","IM","CT",3,"frost boil",0,"Bare ground"
"1595",2019,"TL","IM","CT",3,"Led pal",0.052910053,"Evergreen shrubs"
"1596",2019,"TL","IM","CT",3,"lichen",0.010582011,"Lichen"
"1597",2019,"TL","IM","CT",3,"litter",0.148148148,"Litter"
"1598",2019,"TL","IM","CT",3,"moss",0.148148148,"Moss"
"1599",2019,"TL","IM","CT",3,"Ped lap",0,"Forb"
"1600",2019,"TL","IM","CT",3,"Pol bis",0,"Forb"
"1601",2019,"TL","IM","CT",3,"Rub cha",0.084656085,"Forb"
"1602",2019,"TL","IM","CT",3,"Sal pul",0.031746032,"Deciduous shrubs"
"1603",2019,"TL","IM","CT",3,"Sal ret",0.052910053,"Deciduous shrubs"
"1604",2019,"TL","IM","CT",3,"std",0,"Standing dead"
"1605",2019,"TL","IM","CT",3,"std",0.010582011,"Standing dead"
"1606",2019,"TL","IM","CT",3,"Vac uli",0.052910053,"Deciduous shrubs"
"1607",2019,"TL","IM","CT",3,"Vac vit",0.042328042,"Evergreen shrubs"
"1608",2019,"TL","IM","CT",4,"And pol",0,"Evergreen shrubs"
"1609",2019,"TL","IM","CT",4,"bare",0,"Bare ground"
"1610",2019,"TL","IM","CT",4,"Bet nan",0.090909091,"Deciduous shrubs"
"1611",2019,"TL","IM","CT",4,"Car big",0.064935065,"Grass"
"1612",2019,"TL","IM","CT",4,"Cas tet",0,"Evergreen shrubs"
"1613",2019,"TL","IM","CT",4,"Emp nig",0,"Evergreen shrubs"
"1614",2019,"TL","IM","CT",4,"Eri vag",0.181818182,"Sedge"
"1615",2019,"TL","IM","CT",4,"frost boil",0,"Bare ground"
"1616",2019,"TL","IM","CT",4,"Led pal",0.038961039,"Evergreen shrubs"
"1617",2019,"TL","IM","CT",4,"lichen",0.025974026,"Lichen"
"1618",2019,"TL","IM","CT",4,"litter",0.155844156,"Litter"
"1619",2019,"TL","IM","CT",4,"moss",0.116883117,"Moss"
"1620",2019,"TL","IM","CT",4,"Ped lap",0,"Forb"
"1621",2019,"TL","IM","CT",4,"Pol bis",0,"Forb"
"1622",2019,"TL","IM","CT",4,"Rub cha",0.12987013,"Forb"
"1623",2019,"TL","IM","CT",4,"Sal pul",0.038961039,"Deciduous shrubs"
"1624",2019,"TL","IM","CT",4,"Sal ret",0,"Deciduous shrubs"
"1625",2019,"TL","IM","CT",4,"std",0,"Standing dead"
"1626",2019,"TL","IM","CT",4,"std",0.025974026,"Standing dead"
"1627",2019,"TL","IM","CT",4,"Vac uli",0.077922078,"Deciduous shrubs"
"1628",2019,"TL","IM","CT",4,"Vac vit",0.025974026,"Evergreen shrubs"
"1629",2019,"TL","IM","CT",5,"And pol",0,"Evergreen shrubs"
"1630",2019,"TL","IM","CT",5,"bare",0,"Bare ground"
"1631",2019,"TL","IM","CT",5,"Bet nan",0.119205298,"Deciduous shrubs"
"1632",2019,"TL","IM","CT",5,"Car big",0.066225166,"Grass"
"1633",2019,"TL","IM","CT",5,"Cas tet",0.026490066,"Evergreen shrubs"
"1634",2019,"TL","IM","CT",5,"Emp nig",0,"Evergreen shrubs"
"1635",2019,"TL","IM","CT",5,"Eri vag",0.119205298,"Sedge"
"1636",2019,"TL","IM","CT",5,"frost boil",0,"Bare ground"
"1637",2019,"TL","IM","CT",5,"Led pal",0.105960265,"Evergreen shrubs"
"1638",2019,"TL","IM","CT",5,"lichen",0.013245033,"Lichen"
"1639",2019,"TL","IM","CT",5,"litter",0.17218543,"Litter"
"1640",2019,"TL","IM","CT",5,"moss",0.132450331,"Moss"
"1641",2019,"TL","IM","CT",5,"Ped lap",0,"Forb"
"1642",2019,"TL","IM","CT",5,"Pol bis",0,"Forb"
"1643",2019,"TL","IM","CT",5,"Rub cha",0.092715232,"Forb"
"1644",2019,"TL","IM","CT",5,"Sal pul",0.066225166,"Deciduous shrubs"
"1645",2019,"TL","IM","CT",5,"Sal ret",0.013245033,"Deciduous shrubs"
"1646",2019,"TL","IM","CT",5,"std",0,"Standing dead"
"1647",2019,"TL","IM","CT",5,"std",0.013245033,"Standing dead"
"1648",2019,"TL","IM","CT",5,"Vac uli",0.006622517,"Deciduous shrubs"
"1649",2019,"TL","IM","CT",5,"Vac vit",0.052980132,"Evergreen shrubs"
"1650",2019,"TL","IM","CT",6,"And pol",0,"Evergreen shrubs"
"1651",2019,"TL","IM","CT",6,"bare",0,"Bare ground"
"1652",2019,"TL","IM","CT",6,"Bet nan",0.070588235,"Deciduous shrubs"
"1653",2019,"TL","IM","CT",6,"Car big",0.082352941,"Grass"
"1654",2019,"TL","IM","CT",6,"Cas tet",0,"Evergreen shrubs"
"1655",2019,"TL","IM","CT",6,"Emp nig",0,"Evergreen shrubs"
"1656",2019,"TL","IM","CT",6,"Eri vag",0.141176471,"Sedge"
"1657",2019,"TL","IM","CT",6,"frost boil",0,"Bare ground"
"1658",2019,"TL","IM","CT",6,"Led pal",0.035294118,"Evergreen shrubs"
"1659",2019,"TL","IM","CT",6,"lichen",0.023529412,"Lichen"
"1660",2019,"TL","IM","CT",6,"litter",0.141176471,"Litter"
"1661",2019,"TL","IM","CT",6,"moss",0.176470588,"Moss"
"1662",2019,"TL","IM","CT",6,"Ped lap",0,"Forb"
"1663",2019,"TL","IM","CT",6,"Pol bis",0,"Forb"
"1664",2019,"TL","IM","CT",6,"Rub cha",0.164705882,"Forb"
"1665",2019,"TL","IM","CT",6,"Sal pul",0.047058824,"Deciduous shrubs"
"1666",2019,"TL","IM","CT",6,"Sal ret",0.035294118,"Deciduous shrubs"
"1667",2019,"TL","IM","CT",6,"std",0,"Standing dead"
"1668",2019,"TL","IM","CT",6,"std",0.011764706,"Standing dead"
"1669",2019,"TL","IM","CT",6,"Vac uli",0,"Deciduous shrubs"
"1670",2019,"TL","IM","CT",6,"Vac vit",0.058823529,"Evergreen shrubs"
"1671",2019,"TL","IM","CT",7,"And pol",0,"Evergreen shrubs"
"1672",2019,"TL","IM","CT",7,"bare",0,"Bare ground"
"1673",2019,"TL","IM","CT",7,"Bet nan",0.10738255,"Deciduous shrubs"
"1674",2019,"TL","IM","CT",7,"Car big",0.067114094,"Grass"
"1675",2019,"TL","IM","CT",7,"Cas tet",0.067114094,"Evergreen shrubs"
"1676",2019,"TL","IM","CT",7,"Emp nig",0,"Evergreen shrubs"
"1677",2019,"TL","IM","CT",7,"Eri vag",0.080536913,"Sedge"
"1678",2019,"TL","IM","CT",7,"frost boil",0,"Bare ground"
"1679",2019,"TL","IM","CT",7,"Led pal",0.053691275,"Evergreen shrubs"
"1680",2019,"TL","IM","CT",7,"lichen",0.013422819,"Lichen"
"1681",2019,"TL","IM","CT",7,"litter",0.080536913,"Litter"
"1682",2019,"TL","IM","CT",7,"moss",0.174496644,"Moss"
"1683",2019,"TL","IM","CT",7,"Ped lap",0.006711409,"Forb"
"1684",2019,"TL","IM","CT",7,"Pol bis",0,"Forb"
"1685",2019,"TL","IM","CT",7,"Rub cha",0.134228188,"Forb"
"1686",2019,"TL","IM","CT",7,"Sal pul",0.040268456,"Deciduous shrubs"
"1687",2019,"TL","IM","CT",7,"Sal ret",0.093959732,"Deciduous shrubs"
"1688",2019,"TL","IM","CT",7,"std",0,"Standing dead"
"1689",2019,"TL","IM","CT",7,"std",0.013422819,"Standing dead"
"1690",2019,"TL","IM","CT",7,"Vac uli",0.013422819,"Deciduous shrubs"
"1691",2019,"TL","IM","CT",7,"Vac vit",0.053691275,"Evergreen shrubs"
"1692",2019,"TL","IM","CT",8,"And pol",0.006369427,"Evergreen shrubs"
"1693",2019,"TL","IM","CT",8,"bare",0,"Bare ground"
"1694",2019,"TL","IM","CT",8,"Bet nan",0.063694268,"Deciduous shrubs"
"1695",2019,"TL","IM","CT",8,"Car big",0.038216561,"Grass"
"1696",2019,"TL","IM","CT",8,"Cas tet",0.050955414,"Evergreen shrubs"
"1697",2019,"TL","IM","CT",8,"Emp nig",0,"Evergreen shrubs"
"1698",2019,"TL","IM","CT",8,"Eri vag",0.127388535,"Sedge"
"1699",2019,"TL","IM","CT",8,"frost boil",0,"Bare ground"
"1700",2019,"TL","IM","CT",8,"Led pal",0.050955414,"Evergreen shrubs"
"1701",2019,"TL","IM","CT",8,"lichen",0.01910828,"Lichen"
"1702",2019,"TL","IM","CT",8,"litter",0.114649682,"Litter"
"1703",2019,"TL","IM","CT",8,"moss",0.178343949,"Moss"
"1704",2019,"TL","IM","CT",8,"Ped lap",0.012738854,"Forb"
"1705",2019,"TL","IM","CT",8,"Pol bis",0,"Forb"
"1706",2019,"TL","IM","CT",8,"Rub cha",0.089171975,"Forb"
"1707",2019,"TL","IM","CT",8,"Sal pul",0.050955414,"Deciduous shrubs"
"1708",2019,"TL","IM","CT",8,"Sal ret",0.076433121,"Deciduous shrubs"
"1709",2019,"TL","IM","CT",8,"std",0,"Standing dead"
"1710",2019,"TL","IM","CT",8,"std",0.025477707,"Standing dead"
"1711",2019,"TL","IM","CT",8,"Vac uli",0.012738854,"Deciduous shrubs"
"1712",2019,"TL","IM","CT",8,"Vac vit",0.076433121,"Evergreen shrubs"
"1713",2019,"TL","IM","EX",1,"And pol",0,"Evergreen shrubs"
"1714",2019,"TL","IM","EX",1,"bare",0,"Bare ground"
"1715",2019,"TL","IM","EX",1,"Bet nan",0.093023256,"Deciduous shrubs"
"1716",2019,"TL","IM","EX",1,"Car big",0.139534884,"Grass"
"1717",2019,"TL","IM","EX",1,"Cas tet",0,"Evergreen shrubs"
"1718",2019,"TL","IM","EX",1,"Emp nig",0,"Evergreen shrubs"
"1719",2019,"TL","IM","EX",1,"Eri vag",0.034883721,"Sedge"
"1720",2019,"TL","IM","EX",1,"flower",0,"Forb"
"1721",2019,"TL","IM","EX",1,"frost boil",0,"Bare ground"
"1722",2019,"TL","IM","EX",1,"Led pal",0.011627907,"Evergreen shrubs"
"1723",2019,"TL","IM","EX",1,"lichen",0.011627907,"Lichen"
"1724",2019,"TL","IM","EX",1,"litter",0.162790698,"Litter"
"1725",2019,"TL","IM","EX",1,"moss",0.127906977,"Moss"
"1726",2019,"TL","IM","EX",1,"Ped lap",0,"Forb"
"1727",2019,"TL","IM","EX",1,"Pol bis",0,"Forb"
"1728",2019,"TL","IM","EX",1,"Rub cha",0.244186047,"Forb"
"1729",2019,"TL","IM","EX",1,"Sal pul",0.046511628,"Deciduous shrubs"
"1730",2019,"TL","IM","EX",1,"std",0,"Standing dead"
"1731",2019,"TL","IM","EX",1,"Vac uli",0.081395349,"Deciduous shrubs"
"1732",2019,"TL","IM","EX",1,"Vac vit",0.023255814,"Evergreen shrubs"
"1733",2019,"TL","IM","EX",2,"And pol",0,"Evergreen shrubs"
"1734",2019,"TL","IM","EX",2,"bare",0,"Bare ground"
"1735",2019,"TL","IM","EX",2,"Bet nan",0.090163934,"Deciduous shrubs"
"1736",2019,"TL","IM","EX",2,"Car big",0.131147541,"Grass"
"1737",2019,"TL","IM","EX",2,"Cas tet",0.016393443,"Evergreen shrubs"
"1738",2019,"TL","IM","EX",2,"Emp nig",0,"Evergreen shrubs"
"1739",2019,"TL","IM","EX",2,"Eri vag",0.049180328,"Sedge"
"1740",2019,"TL","IM","EX",2,"flower",0,"Forb"
"1741",2019,"TL","IM","EX",2,"frost boil",0,"Bare ground"
"1742",2019,"TL","IM","EX",2,"Led pal",0.004098361,"Evergreen shrubs"
"1743",2019,"TL","IM","EX",2,"lichen",0,"Lichen"
"1744",2019,"TL","IM","EX",2,"litter",0.245901639,"Litter"
"1745",2019,"TL","IM","EX",2,"moss",0.06557377,"Moss"
"1746",2019,"TL","IM","EX",2,"Ped lap",0,"Forb"
"1747",2019,"TL","IM","EX",2,"Pol bis",0,"Forb"
"1748",2019,"TL","IM","EX",2,"Rub cha",0.18852459,"Forb"
"1749",2019,"TL","IM","EX",2,"Sal pul",0.040983607,"Deciduous shrubs"
"1750",2019,"TL","IM","EX",2,"std",0,"Standing dead"
"1751",2019,"TL","IM","EX",2,"Vac uli",0.147540984,"Deciduous shrubs"
"1752",2019,"TL","IM","EX",2,"Vac vit",0.016393443,"Evergreen shrubs"
"1753",2019,"TL","IM","EX",3,"And pol",0,"Evergreen shrubs"
"1754",2019,"TL","IM","EX",3,"bare",0,"Bare ground"
"1755",2019,"TL","IM","EX",3,"Bet nan",0.076923077,"Deciduous shrubs"
"1756",2019,"TL","IM","EX",3,"Car big",0.076923077,"Grass"
"1757",2019,"TL","IM","EX",3,"Cas tet",0.009615385,"Evergreen shrubs"
"1758",2019,"TL","IM","EX",3,"Emp nig",0,"Evergreen shrubs"
"1759",2019,"TL","IM","EX",3,"Eri vag",0.173076923,"Sedge"
"1760",2019,"TL","IM","EX",3,"flower",0,"Forb"
"1761",2019,"TL","IM","EX",3,"frost boil",0,"Bare ground"
"1762",2019,"TL","IM","EX",3,"Led pal",0.019230769,"Evergreen shrubs"
"1763",2019,"TL","IM","EX",3,"lichen",0,"Lichen"
"1764",2019,"TL","IM","EX",3,"litter",0.211538462,"Litter"
"1765",2019,"TL","IM","EX",3,"moss",0.038461538,"Moss"
"1766",2019,"TL","IM","EX",3,"Ped lap",0,"Forb"
"1767",2019,"TL","IM","EX",3,"Pol bis",0,"Forb"
"1768",2019,"TL","IM","EX",3,"Rub cha",0.163461538,"Forb"
"1769",2019,"TL","IM","EX",3,"Sal pul",0.115384615,"Deciduous shrubs"
"1770",2019,"TL","IM","EX",3,"std",0,"Standing dead"
"1771",2019,"TL","IM","EX",3,"Vac uli",0.096153846,"Deciduous shrubs"
"1772",2019,"TL","IM","EX",3,"Vac vit",0.009615385,"Evergreen shrubs"
"1773",2019,"TL","IM","EX",4,"And pol",0,"Evergreen shrubs"
"1774",2019,"TL","IM","EX",4,"bare",0,"Bare ground"
"1775",2019,"TL","IM","EX",4,"Bet nan",0.084210526,"Deciduous shrubs"
"1776",2019,"TL","IM","EX",4,"Car big",0.084210526,"Grass"
"1777",2019,"TL","IM","EX",4,"Cas tet",0,"Evergreen shrubs"
"1778",2019,"TL","IM","EX",4,"Emp nig",0,"Evergreen shrubs"
"1779",2019,"TL","IM","EX",4,"Eri vag",0.242105263,"Sedge"
"1780",2019,"TL","IM","EX",4,"flower",0,"Forb"
"1781",2019,"TL","IM","EX",4,"frost boil",0,"Bare ground"
"1782",2019,"TL","IM","EX",4,"Led pal",0.021052632,"Evergreen shrubs"
